accused_id,phone_id,ownership_type,link_fir_id
ACC-02561,PHN-00950,used,FIR-000435
ACC-02092,PHN-01857,registered,FIR-000688
ACC-02087,PHN-02177,registered,FIR-003597
ACC-01068,PHN-01549,registered,FIR-001041
ACC-02074,PHN-00232,registered,FIR-000103
ACC-00913,PHN-00447,registered,FIR-000828
ACC-00431,PHN-00994,registered,FIR-001122
ACC-04160,PHN-00946,used,FIR-003320
ACC-01861,PHN-01922,registered,FIR-001992
ACC-02351,PHN-00188,registered,FIR-001091
ACC-01115,PHN-01063,used,FIR-001810
ACC-01969,PHN-01720,registered,FIR-000490
ACC-03694,PHN-00335,registered,FIR-002707
ACC-03442,PHN-00443,registered,FIR-002564
ACC-00501,PHN-01905,registered,FIR-003054
ACC-01369,PHN-00022,registered,FIR-002359
ACC-01475,PHN-00311,used,FIR-000807
ACC-04157,PHN-01040,registered,FIR-003079
ACC-01531,PHN-01770,registered,FIR-001824
ACC-02858,PHN-00851,used,FIR-003526
ACC-01987,PHN-00151,registered,FIR-000535
ACC-04411,PHN-02048,registered,FIR-000588
ACC-03977,PHN-01546,registered,FIR-001070
ACC-03408,PHN-01480,registered,FIR-003042
ACC-00746,PHN-01086,registered,FIR-002167
ACC-02266,PHN-01739,registered,FIR-003572
ACC-02475,PHN-01104,registered,FIR-000249
ACC-03020,PHN-01935,registered,FIR-001266
ACC-02560,PHN-01505,registered,FIR-000672
ACC-02454,PHN-01577,registered,FIR-000703
ACC-02422,PHN-02097,used,FIR-001305
ACC-04392,PHN-00902,registered,FIR-001615
ACC-03790,PHN-00096,registered,FIR-001591
ACC-00849,PHN-00614,used,FIR-002333
ACC-03420,PHN-00766,registered,FIR-000439
ACC-00107,PHN-02189,registered,FIR-001700
ACC-00674,PHN-00934,registered,FIR-001594
ACC-01162,PHN-01119,registered,FIR-000168
ACC-02531,PHN-01544,registered,FIR-003181
ACC-02685,PHN-00832,registered,FIR-002487
ACC-00394,PHN-01164,registered,FIR-001109
ACC-01516,PHN-01500,used,FIR-001951
ACC-03628,PHN-00041,registered,FIR-002013
ACC-01887,PHN-00252,registered,FIR-002811
ACC-03010,PHN-00502,registered,FIR-003563
ACC-00945,PHN-00841,registered,FIR-000630
ACC-04112,PHN-01593,registered,FIR-000865
ACC-03791,PHN-01696,registered,FIR-001246
ACC-03961,PHN-01550,registered,FIR-002761
ACC-01662,PHN-00361,registered,FIR-000062
ACC-00407,PHN-01126,registered,FIR-003175
ACC-02279,PHN-01143,registered,FIR-001876
ACC-00190,PHN-01625,registered,FIR-003335
ACC-04443,PHN-01529,used,FIR-002666
ACC-02923,PHN-00327,registered,FIR-000391
ACC-03280,PHN-01353,registered,FIR-001816
ACC-01780,PHN-00175,used,FIR-000919
ACC-00516,PHN-00908,registered,FIR-003679
ACC-00014,PHN-00330,registered,FIR-002178
ACC-01604,PHN-01782,registered,FIR-002242
ACC-00951,PHN-01114,registered,FIR-000159
ACC-01086,PHN-01995,registered,FIR-001564
ACC-02180,PHN-00301,registered,FIR-003188
ACC-03158,PHN-00836,registered,FIR-002573
ACC-03159,PHN-00927,registered,FIR-003271
ACC-03888,PHN-01186,registered,FIR-001634
ACC-00128,PHN-02012,registered,FIR-002594
ACC-01545,PHN-00099,registered,FIR-003552
ACC-02562,PHN-00531,registered,FIR-002782
ACC-02257,PHN-01756,registered,FIR-003535
ACC-02566,PHN-00801,used,FIR-003586
ACC-00447,PHN-00477,registered,FIR-003302
ACC-01657,PHN-00505,registered,FIR-001869
ACC-03455,PHN-02054,used,FIR-000194
ACC-00584,PHN-00837,registered,FIR-000305
ACC-01145,PHN-01509,registered,FIR-002637
ACC-03517,PHN-00708,registered,FIR-001553
ACC-00274,PHN-01672,registered,FIR-002931
ACC-00160,PHN-00051,registered,FIR-003298
ACC-01414,PHN-00265,used,FIR-002136
ACC-04118,PHN-01338,registered,FIR-002183
ACC-02211,PHN-00855,registered,FIR-002152
ACC-01582,PHN-01153,registered,FIR-001975
ACC-04426,PHN-01661,used,FIR-001752
ACC-01286,PHN-00288,used,FIR-002875
ACC-03007,PHN-01281,used,FIR-002440
ACC-02771,PHN-00010,registered,FIR-000328
ACC-02661,PHN-01472,registered,FIR-002700
ACC-02499,PHN-01644,registered,FIR-003228
ACC-02445,PHN-00485,used,FIR-000542
ACC-03257,PHN-00993,used,FIR-000042
ACC-02350,PHN-01084,used,FIR-001883
ACC-03092,PHN-01145,registered,FIR-002957
ACC-02989,PHN-01548,registered,FIR-003151
ACC-01197,PHN-02124,registered,FIR-001946
ACC-03125,PHN-00852,registered,FIR-001359
ACC-03132,PHN-01763,registered,FIR-000686
ACC-02570,PHN-01450,registered,FIR-003035
ACC-01864,PHN-00114,registered,FIR-001080
ACC-04268,PHN-00105,registered,FIR-003578
ACC-03886,PHN-01007,registered,FIR-003338
ACC-01070,PHN-01758,registered,FIR-002008
ACC-00884,PHN-00541,registered,FIR-001278
ACC-04306,PHN-01610,used,FIR-000583
ACC-03382,PHN-00644,registered,FIR-000208
ACC-02402,PHN-00726,registered,FIR-003126
ACC-01412,PHN-00023,registered,FIR-001666
ACC-00155,PHN-01641,registered,FIR-001492
ACC-01076,PHN-01060,registered,FIR-002815
ACC-00997,PHN-00205,registered,FIR-003698
ACC-02140,PHN-01629,registered,FIR-000342
ACC-04076,PHN-01216,used,FIR-002868
ACC-00076,PHN-01453,used,FIR-001801
ACC-00129,PHN-02084,registered,FIR-003200
ACC-02148,PHN-00341,used,FIR-001286
ACC-01524,PHN-00334,registered,FIR-000478
ACC-02187,PHN-01317,registered,FIR-002778
ACC-00026,PHN-00707,registered,FIR-000341
ACC-01208,PHN-00570,registered,FIR-000966
ACC-01116,PHN-01250,registered,FIR-003656
ACC-00309,PHN-01452,registered,FIR-003580
ACC-01410,PHN-01310,registered,FIR-002033
ACC-04289,PHN-00455,used,FIR-001778
ACC-04309,PHN-01157,registered,FIR-003074
ACC-01848,PHN-01173,registered,FIR-003110
ACC-01135,PHN-00528,used,FIR-001666
ACC-00514,PHN-01662,registered,FIR-003496
ACC-04078,PHN-00960,registered,FIR-001513
ACC-01144,PHN-02226,registered,FIR-000572
ACC-00400,PHN-01266,used,FIR-003520
ACC-00343,PHN-00824,used,FIR-001758
ACC-00586,PHN-01969,registered,FIR-001081
ACC-03375,PHN-00189,registered,FIR-003172
ACC-01666,PHN-00892,registered,FIR-000494
ACC-03917,PHN-01914,registered,FIR-000639
ACC-01269,PHN-00266,registered,FIR-002287
ACC-03213,PHN-00454,registered,FIR-002650
ACC-02515,PHN-01391,used,FIR-002600
ACC-02604,PHN-01808,registered,FIR-000473
ACC-03500,PHN-01670,registered,FIR-000172
ACC-01242,PHN-00691,used,FIR-002620
ACC-00741,PHN-00572,used,FIR-000960
ACC-02679,PHN-00883,registered,FIR-003608
ACC-01339,PHN-01045,registered,FIR-000802
ACC-02418,PHN-00245,used,FIR-002108
ACC-00020,PHN-00370,used,FIR-002823
ACC-02503,PHN-00932,registered,FIR-002686
ACC-00921,PHN-01609,registered,FIR-001082
ACC-03675,PHN-01932,registered,FIR-000260
ACC-02618,PHN-00121,used,FIR-002832
ACC-00324,PHN-01347,registered,FIR-003001
ACC-03663,PHN-01425,registered,FIR-002132
ACC-01088,PHN-00391,used,FIR-003326
ACC-00418,PHN-00995,registered,FIR-002468
ACC-01220,PHN-01434,registered,FIR-001861
ACC-01815,PHN-02015,registered,FIR-001262
ACC-01285,PHN-00831,registered,FIR-003007
ACC-03737,PHN-00948,registered,FIR-002120
ACC-02281,PHN-01927,used,FIR-002392
ACC-03599,PHN-00357,registered,FIR-000654
ACC-03157,PHN-01726,used,FIR-000032
ACC-00988,PHN-00453,registered,FIR-001961
ACC-03806,PHN-01225,registered,FIR-001357
ACC-03215,PHN-02023,registered,FIR-001575
ACC-04414,PHN-00742,registered,FIR-003278
ACC-03170,PHN-00506,registered,FIR-000217
ACC-00100,PHN-01951,registered,FIR-002635
ACC-04010,PHN-01740,registered,FIR-002394
ACC-03492,PHN-00667,registered,FIR-001735
ACC-00709,PHN-00060,used,FIR-001147
ACC-03805,PHN-01685,registered,FIR-001616
ACC-01406,PHN-00517,registered,FIR-003109
ACC-00657,PHN-00780,registered,FIR-001375
ACC-03068,PHN-02193,registered,FIR-000591
ACC-04418,PHN-02157,registered,FIR-000992
ACC-00733,PHN-01836,registered,FIR-001937
ACC-01783,PHN-01699,used,FIR-001804
ACC-03771,PHN-00212,registered,FIR-002062
ACC-00016,PHN-00577,registered,FIR-002205
ACC-02182,PHN-01041,registered,FIR-000281
ACC-01747,PHN-01881,registered,FIR-002050
ACC-01717,PHN-00173,used,FIR-001903
ACC-00334,PHN-00633,used,FIR-003017
ACC-03794,PHN-01675,registered,FIR-001876
ACC-00252,PHN-00930,registered,FIR-001124
ACC-02442,PHN-00931,registered,FIR-001563
ACC-01362,PHN-01757,registered,FIR-002950
ACC-01824,PHN-01829,registered,FIR-002007
ACC-04018,PHN-01257,registered,FIR-002654
ACC-03435,PHN-01796,registered,FIR-001358
ACC-02917,PHN-00080,used,FIR-000502
ACC-00694,PHN-00540,registered,FIR-001749
ACC-01937,PHN-00161,registered,FIR-001406
ACC-04109,PHN-00805,registered,FIR-000142
ACC-01296,PHN-01991,registered,FIR-002103
ACC-01417,PHN-01427,registered,FIR-001001
ACC-00682,PHN-00746,registered,FIR-001683
ACC-03395,PHN-01276,registered,FIR-003149
ACC-01654,PHN-00673,registered,FIR-002965
ACC-04189,PHN-00560,used,FIR-001077
ACC-03611,PHN-01289,used,FIR-003294
ACC-01385,PHN-01899,registered,FIR-000954
ACC-03826,PHN-00530,registered,FIR-003318
ACC-03975,PHN-01179,used,FIR-003508
ACC-00731,PHN-00155,used,FIR-001829
ACC-02027,PHN-01694,registered,FIR-003423
ACC-03319,PHN-02203,used,FIR-002532
ACC-00318,PHN-01016,registered,FIR-001279
ACC-01211,PHN-02147,registered,FIR-000071
ACC-00477,PHN-01407,registered,FIR-000830
ACC-03098,PHN-01175,registered,FIR-002252
ACC-00885,PHN-01184,used,FIR-001088
ACC-00133,PHN-01516,registered,FIR-003262
ACC-03820,PHN-01404,registered,FIR-000128
ACC-00028,PHN-01953,used,FIR-000168
ACC-03797,PHN-00747,registered,FIR-002587
ACC-00533,PHN-02122,registered,FIR-000492
ACC-00964,PHN-01009,registered,FIR-002245
ACC-03545,PHN-02069,registered,FIR-003179
ACC-02265,PHN-01929,registered,FIR-000348
ACC-01564,PHN-00639,registered,FIR-001374
ACC-02718,PHN-02008,registered,FIR-000628
ACC-04195,PHN-00062,registered,FIR-001381
ACC-02767,PHN-00884,registered,FIR-000709
ACC-02326,PHN-01765,registered,FIR-002605
ACC-00025,PHN-02041,used,FIR-002348
ACC-01908,PHN-01160,registered,FIR-001540
ACC-00931,PHN-01264,registered,FIR-000787
ACC-03462,PHN-00430,registered,FIR-002006
ACC-02111,PHN-01778,registered,FIR-000125
ACC-01961,PHN-01820,registered,FIR-002545
ACC-03315,PHN-01541,registered,FIR-002241
ACC-00257,PHN-00815,used,FIR-003166
ACC-02780,PHN-00456,used,FIR-002789
ACC-03748,PHN-01470,registered,FIR-002312
ACC-01817,PHN-00415,registered,FIR-002473
ACC-01574,PHN-01382,registered,FIR-000590
ACC-03876,PHN-00512,registered,FIR-001000
ACC-02922,PHN-01760,registered,FIR-002378
ACC-04064,PHN-01213,registered,FIR-000072
ACC-02605,PHN-01083,used,FIR-002529
ACC-03439,PHN-00585,registered,FIR-001540
ACC-03130,PHN-02228,registered,FIR-003126
ACC-00366,PHN-00215,registered,FIR-003162
ACC-00820,PHN-00138,registered,FIR-001935
ACC-03384,PHN-00641,registered,FIR-002279
ACC-01834,PHN-01023,used,FIR-000294
ACC-04400,PHN-01867,used,FIR-002539
ACC-03623,PHN-01581,used,FIR-002023
ACC-01649,PHN-01095,registered,FIR-003431
ACC-04043,PHN-01197,used,FIR-002822
ACC-03616,PHN-01203,registered,FIR-000640
ACC-01012,PHN-01228,registered,FIR-003654
ACC-03292,PHN-00799,registered,FIR-001505
ACC-00307,PHN-00997,registered,FIR-001973
ACC-00221,PHN-01366,registered,FIR-001325
ACC-01261,PHN-00661,registered,FIR-001945
ACC-02644,PHN-00727,registered,FIR-001589
ACC-00005,PHN-00638,registered,FIR-000917
ACC-01294,PHN-00277,used,FIR-001706
ACC-00453,PHN-01022,registered,FIR-001676
ACC-00759,PHN-01614,registered,FIR-002254
ACC-02059,PHN-00376,registered,FIR-000810
ACC-02477,PHN-01947,used,FIR-002695
ACC-00158,PHN-01286,used,FIR-003145
ACC-01495,PHN-00953,registered,FIR-002367
ACC-00517,PHN-00546,registered,FIR-001525
ACC-02007,PHN-01915,registered,FIR-003720
ACC-01336,PHN-00565,registered,FIR-002450
ACC-01893,PHN-01209,registered,FIR-001896
ACC-03076,PHN-01449,registered,FIR-001527
ACC-02952,PHN-01682,used,FIR-001108
ACC-01608,PHN-00584,used,FIR-000967
ACC-01792,PHN-01262,registered,FIR-001132
ACC-02804,PHN-00303,registered,FIR-002455
ACC-02953,PHN-00888,used,FIR-001628
ACC-01426,PHN-00026,registered,FIR-003694
ACC-00926,PHN-01673,used,FIR-000884
ACC-02416,PHN-00889,registered,FIR-001188
ACC-01002,PHN-01405,registered,FIR-001365
ACC-02241,PHN-02090,registered,FIR-001866
ACC-01105,PHN-00213,registered,FIR-000636
ACC-00210,PHN-00310,used,FIR-000109
ACC-00066,PHN-01957,registered,FIR-000655
ACC-00722,PHN-01730,registered,FIR-002909
ACC-03556,PHN-02043,registered,FIR-001517
ACC-01284,PHN-01734,registered,FIR-000386
ACC-00904,PHN-00769,registered,FIR-002250
ACC-04145,PHN-01714,registered,FIR-000491
ACC-01771,PHN-01141,registered,FIR-000114
ACC-02130,PHN-01327,registered,FIR-002191
ACC-01700,PHN-00381,used,FIR-002071
ACC-00960,PHN-00778,registered,FIR-003334
ACC-01316,PHN-00299,registered,FIR-002941
ACC-04019,PHN-01461,registered,FIR-002307
ACC-03065,PHN-01813,used,FIR-003530
ACC-00642,PHN-01921,registered,FIR-001670
ACC-01865,PHN-01351,registered,FIR-000685
ACC-03397,PHN-00558,used,FIR-000883
ACC-02215,PHN-01936,registered,FIR-002366
ACC-01507,PHN-00132,registered,FIR-000930
ACC-03532,PHN-01666,registered,FIR-000233
ACC-04361,PHN-01869,registered,FIR-002463
ACC-03218,PHN-01270,used,FIR-001592
ACC-03631,PHN-00745,registered,FIR-002389
ACC-02851,PHN-00557,registered,FIR-001728
ACC-01351,PHN-02102,registered,FIR-001345
ACC-04134,PHN-01412,registered,FIR-001356
ACC-04436,PHN-01799,registered,FIR-001906
ACC-02578,PHN-02199,registered,FIR-002003
ACC-01392,PHN-01036,registered,FIR-000108
ACC-01890,PHN-01628,registered,FIR-002029
ACC-01784,PHN-00458,registered,FIR-000400
ACC-01616,PHN-02002,registered,FIR-000110
ACC-03247,PHN-02057,registered,FIR-002236
ACC-02707,PHN-00363,registered,FIR-001133
ACC-01835,PHN-00849,used,FIR-003440
ACC-03858,PHN-00767,registered,FIR-002435
ACC-00084,PHN-01504,used,FIR-001846
ACC-00340,PHN-01048,registered,FIR-001485
ACC-03459,PHN-00916,registered,FIR-000668
ACC-01185,PHN-00813,used,FIR-000384
ACC-00991,PHN-02126,used,FIR-001143
ACC-01873,PHN-02046,registered,FIR-001007
ACC-02671,PHN-00845,registered,FIR-002056
ACC-01026,PHN-00897,registered,FIR-002100
ACC-03923,PHN-02136,registered,FIR-002217
ACC-03295,PHN-01499,registered,FIR-001119
ACC-02204,PHN-01230,registered,FIR-003518
ACC-03114,PHN-02207,registered,FIR-003585
ACC-03235,PHN-01318,registered,FIR-001323
ACC-04149,PHN-01293,registered,FIR-001565
ACC-00423,PHN-00635,registered,FIR-002448
ACC-02352,PHN-01010,registered,FIR-003606
ACC-04363,PHN-01106,registered,FIR-003268
ACC-03409,PHN-00665,registered,FIR-002032
ACC-02862,PHN-01949,registered,FIR-001146
ACC-01633,PHN-01163,registered,FIR-001483
ACC-02163,PHN-01772,registered,FIR-000725
ACC-00666,PHN-01732,registered,FIR-001984
ACC-03079,PHN-00452,used,FIR-002278
ACC-00404,PHN-00309,registered,FIR-001840
ACC-01955,PHN-00655,used,FIR-003053
ACC-02424,PHN-01072,registered,FIR-000952
ACC-03557,PHN-02180,registered,FIR-000085
ACC-02372,PHN-01976,registered,FIR-000977
ACC-00977,PHN-00702,registered,FIR-000428
ACC-01822,PHN-02059,registered,FIR-000477
ACC-03165,PHN-00551,used,FIR-002099
ACC-02600,PHN-00423,used,FIR-001069
ACC-00452,PHN-01422,registered,FIR-002263
ACC-00850,PHN-01206,used,FIR-000313
ACC-01846,PHN-02120,used,FIR-002808
ACC-02890,PHN-01379,registered,FIR-003719
ACC-03438,PHN-00211,registered,FIR-003405
ACC-01423,PHN-00137,registered,FIR-000859
ACC-00457,PHN-01180,used,FIR-002717
ACC-00082,PHN-01741,used,FIR-002653
ACC-03046,PHN-00233,registered,FIR-001761
ACC-03969,PHN-01193,used,FIR-002222
ACC-02436,PHN-01725,registered,FIR-001887
ACC-02330,PHN-02200,used,FIR-002649
ACC-04329,PHN-01441,registered,FIR-003527
ACC-02863,PHN-02100,registered,FIR-003581
ACC-01765,PHN-01560,registered,FIR-002753
ACC-04085,PHN-01911,registered,FIR-001453
ACC-04185,PHN-00254,registered,FIR-002383
ACC-00804,PHN-01769,registered,FIR-002496
ACC-01031,PHN-00524,registered,FIR-001033
ACC-03860,PHN-01994,used,FIR-003410
ACC-01590,PHN-00240,registered,FIR-002266
ACC-00654,PHN-00046,used,FIR-000862
ACC-04212,PHN-00445,registered,FIR-001332
ACC-00008,PHN-01611,registered,FIR-000955
ACC-03990,PHN-01473,used,FIR-003663
ACC-03042,PHN-00426,registered,FIR-002361
ACC-03853,PHN-01236,registered,FIR-000186
ACC-00438,PHN-02222,used,FIR-002771
ACC-02172,PHN-01939,registered,FIR-002774
ACC-03328,PHN-02208,registered,FIR-002891
ACC-02491,PHN-00450,registered,FIR-002925
ACC-01073,PHN-00388,registered,FIR-001928
ACC-03966,PHN-02195,registered,FIR-001595
ACC-00625,PHN-00939,used,FIR-002698
ACC-00966,PHN-00304,used,FIR-001350
ACC-02459,PHN-00895,registered,FIR-001107
ACC-01542,PHN-00295,used,FIR-001086
ACC-02137,PHN-01372,used,FIR-001068
ACC-02339,PHN-01056,used,FIR-002825
ACC-01680,PHN-00499,registered,FIR-001699
ACC-03687,PHN-01582,registered,FIR-002582
ACC-01310,PHN-02227,registered,FIR-003623
ACC-03434,PHN-01489,registered,FIR-001646
ACC-03930,PHN-00292,registered,FIR-002631
ACC-02012,PHN-01268,registered,FIR-002009
ACC-00342,PHN-01049,registered,FIR-000690
ACC-04148,PHN-01207,registered,FIR-000803
ACC-01228,PHN-00043,registered,FIR-002597
ACC-01802,PHN-01807,registered,FIR-002870
ACC-01400,PHN-00342,registered,FIR-002510
ACC-00121,PHN-02198,registered,FIR-003343
ACC-01278,PHN-01878,registered,FIR-002065
ACC-01810,PHN-01508,registered,FIR-002034
ACC-03954,PHN-01237,registered,FIR-002302
ACC-01501,PHN-01299,used,FIR-001908
ACC-00965,PHN-01887,used,FIR-001803
ACC-03511,PHN-00374,registered,FIR-001549
ACC-03271,PHN-00281,registered,FIR-001217
ACC-02639,PHN-01638,registered,FIR-000094
ACC-03935,PHN-01277,used,FIR-001867
ACC-02812,PHN-01248,registered,FIR-002084
ACC-03044,PHN-01177,registered,FIR-000382
ACC-02668,PHN-02172,used,FIR-003048
ACC-04275,PHN-00933,registered,FIR-002726
ACC-03255,PHN-02210,registered,FIR-002279
ACC-03118,PHN-00657,used,FIR-003290
ACC-02487,PHN-00574,registered,FIR-001746
ACC-01924,PHN-01100,used,FIR-001962
ACC-01714,PHN-01952,registered,FIR-001560
ACC-02723,PHN-02081,registered,FIR-001657
ACC-01932,PHN-01649,used,FIR-002565
ACC-02269,PHN-01731,registered,FIR-003274
ACC-03901,PHN-01607,registered,FIR-002021
ACC-00199,PHN-00753,registered,FIR-001319
ACC-03411,PHN-01780,registered,FIR-002225
ACC-01742,PHN-00354,registered,FIR-002434
ACC-00019,PHN-02132,registered,FIR-000254
ACC-02333,PHN-02187,used,FIR-002806
ACC-00503,PHN-02162,used,FIR-002591
ACC-03116,PHN-01882,used,FIR-001493
ACC-02433,PHN-00497,registered,FIR-001774
ACC-00269,PHN-00620,registered,FIR-001534
ACC-00743,PHN-00483,used,FIR-002558
ACC-00425,PHN-01021,used,FIR-000293
ACC-03510,PHN-00276,used,FIR-000670
ACC-03304,PHN-01570,registered,FIR-000200
ACC-00110,PHN-00290,registered,FIR-000840
ACC-02755,PHN-01784,registered,FIR-000243
ACC-04182,PHN-00152,used,FIR-002690
ACC-03632,PHN-01349,registered,FIR-003637
ACC-03396,PHN-02066,registered,FIR-000561
ACC-00054,PHN-01817,used,FIR-000978
ACC-03830,PHN-00002,registered,FIR-003332
ACC-04357,PHN-02029,used,FIR-003484
ACC-01936,PHN-01545,used,FIR-000066
ACC-03387,PHN-01071,used,FIR-002914
ACC-03831,PHN-00969,registered,FIR-001771
ACC-01023,PHN-01295,registered,FIR-000681
ACC-01082,PHN-00710,registered,FIR-003505
ACC-03543,PHN-01960,registered,FIR-003442
ACC-01435,PHN-00186,used,FIR-001620
ACC-03293,PHN-01698,registered,FIR-002485
ACC-01530,PHN-00663,registered,FIR-001089
ACC-03115,PHN-01188,used,FIR-002673
ACC-00644,PHN-00125,registered,FIR-002286
ACC-03484,PHN-02117,registered,FIR-000510
ACC-02186,PHN-00520,used,FIR-002776
ACC-02772,PHN-00048,registered,FIR-003243
ACC-01298,PHN-00163,registered,FIR-003082
ACC-00788,PHN-00611,registered,FIR-001243
ACC-03284,PHN-01431,registered,FIR-000604
ACC-00246,PHN-00623,registered,FIR-000715
ACC-03323,PHN-00157,registered,FIR-001215
ACC-02366,PHN-00789,registered,FIR-000360
ACC-01451,PHN-01279,registered,FIR-002176
ACC-04292,PHN-00399,used,FIR-000896
ACC-01222,PHN-00880,registered,FIR-000531
