victim_id,fir_id,injury_severity,complaint_type
VIC-03672,FIR-001270,MODERATE,SELF
VIC-00727,FIR-001271,MODERATE,SELF
VIC-02757,FIR-001271,SEVERE,THIRD_PARTY
VIC-02302,FIR-001272,NONE,FAMILY_MEMBER
VIC-03152,FIR-001272,NONE,THIRD_PARTY
VIC-03746,FIR-001273,SEVERE,SELF
VIC-01075,FIR-001274,NONE,FAMILY_MEMBER
VIC-00845,FIR-001274,MODERATE,FAMILY_MEMBER
VIC-03622,FIR-001275,NONE,FAMILY_MEMBER
VIC-02621,FIR-001276,MINOR,SELF
VIC-03175,FIR-001276,MINOR,POLICE_SUO_MOTU
VIC-02453,FIR-001277,NONE,FAMILY_MEMBER
VIC-00009,FIR-001278,NONE,POLICE_SUO_MOTU
VIC-01113,FIR-001278,NONE,THIRD_PARTY
VIC-03221,FIR-001279,NONE,SELF
VIC-02779,FIR-001280,MODERATE,SELF
VIC-01932,FIR-001281,MINOR,THIRD_PARTY
VIC-02626,FIR-001282,NONE,SELF
VIC-02162,FIR-001283,MINOR,FAMILY_MEMBER
VIC-01555,FIR-001284,MINOR,SELF
VIC-03773,FIR-001284,MODERATE,SELF
VIC-01346,FIR-001285,NONE,THIRD_PARTY
VIC-00469,FIR-001285,MINOR,THIRD_PARTY
VIC-01223,FIR-001286,NONE,THIRD_PARTY
VIC-02102,FIR-001286,MINOR,SELF
VIC-03519,FIR-001287,NONE,SELF
VIC-03875,FIR-001288,MINOR,SELF
VIC-01226,FIR-001289,MODERATE,SELF
VIC-02706,FIR-001289,MODERATE,SELF
VIC-01389,FIR-001290,SEVERE,SELF
VIC-00364,FIR-001291,NONE,SELF
VIC-00461,FIR-001292,MODERATE,THIRD_PARTY
VIC-03277,FIR-001293,MINOR,SELF
VIC-03540,FIR-001294,MODERATE,SELF
VIC-03103,FIR-001295,MODERATE,POLICE_SUO_MOTU
VIC-03615,FIR-001296,NONE,SELF
VIC-02582,FIR-001297,MINOR,FAMILY_MEMBER
VIC-03365,FIR-001298,MODERATE,THIRD_PARTY
VIC-00773,FIR-001299,NONE,FAMILY_MEMBER
VIC-02694,FIR-001300,MODERATE,SELF
VIC-03846,FIR-001301,SEVERE,POLICE_SUO_MOTU
VIC-00749,FIR-001302,MINOR,SELF
VIC-03797,FIR-001303,MODERATE,SELF
VIC-00004,FIR-001304,NONE,FAMILY_MEMBER
VIC-03459,FIR-001305,MODERATE,FAMILY_MEMBER
VIC-02861,FIR-001306,MODERATE,SELF
VIC-03339,FIR-001307,MINOR,SELF
VIC-02784,FIR-001307,NONE,SELF
VIC-03443,FIR-001308,MODERATE,SELF
VIC-02937,FIR-001309,MINOR,POLICE_SUO_MOTU
VIC-03847,FIR-001310,MODERATE,SELF
VIC-00946,FIR-001311,MINOR,SELF
VIC-02476,FIR-001311,MODERATE,POLICE_SUO_MOTU
VIC-00530,FIR-001312,NONE,SELF
VIC-03504,FIR-001313,MODERATE,THIRD_PARTY
VIC-00207,FIR-001313,SEVERE,SELF
VIC-01683,FIR-001314,MINOR,SELF
VIC-01859,FIR-001315,SEVERE,FAMILY_MEMBER
VIC-01413,FIR-001316,NONE,POLICE_SUO_MOTU
VIC-02693,FIR-001317,MODERATE,FAMILY_MEMBER
VIC-03241,FIR-001317,SEVERE,SELF
VIC-03424,FIR-001318,SEVERE,FAMILY_MEMBER
VIC-02503,FIR-001319,NONE,THIRD_PARTY
VIC-01012,FIR-001320,NONE,SELF
VIC-01031,FIR-001321,MODERATE,THIRD_PARTY
VIC-02163,FIR-001322,MODERATE,POLICE_SUO_MOTU
VIC-00517,FIR-001323,MINOR,SELF
VIC-00204,FIR-001324,MINOR,FAMILY_MEMBER
VIC-01634,FIR-001324,NONE,FAMILY_MEMBER
VIC-02934,FIR-001325,MINOR,SELF
VIC-03833,FIR-001326,MINOR,SELF
VIC-03325,FIR-001327,MINOR,SELF
VIC-01926,FIR-001328,NONE,FAMILY_MEMBER
VIC-02640,FIR-001328,NONE,FAMILY_MEMBER
VIC-02733,FIR-001329,SEVERE,SELF
VIC-02906,FIR-001330,MINOR,SELF
VIC-01380,FIR-001330,MODERATE,SELF
VIC-01754,FIR-001331,MINOR,THIRD_PARTY
VIC-01070,FIR-001331,MINOR,FAMILY_MEMBER
VIC-03851,FIR-001332,SEVERE,FAMILY_MEMBER
VIC-00140,FIR-001333,MINOR,THIRD_PARTY
VIC-00540,FIR-001333,MODERATE,SELF
VIC-03831,FIR-001334,NONE,FAMILY_MEMBER
VIC-01764,FIR-001335,MINOR,POLICE_SUO_MOTU
VIC-03750,FIR-001336,MODERATE,POLICE_SUO_MOTU
VIC-01269,FIR-001337,NONE,THIRD_PARTY
VIC-00670,FIR-001338,NONE,POLICE_SUO_MOTU
VIC-02535,FIR-001339,NONE,SELF
VIC-02032,FIR-001340,NONE,SELF
VIC-00255,FIR-001341,NONE,SELF
VIC-00185,FIR-001342,NONE,SELF
VIC-02448,FIR-001343,MODERATE,FAMILY_MEMBER
VIC-01883,FIR-001344,NONE,SELF
VIC-01272,FIR-001345,NONE,SELF
VIC-00677,FIR-001346,MINOR,SELF
VIC-03548,FIR-001347,NONE,SELF
VIC-03625,FIR-001348,NONE,THIRD_PARTY
VIC-00313,FIR-001348,MODERATE,FAMILY_MEMBER
VIC-02819,FIR-001349,MINOR,FAMILY_MEMBER
VIC-00940,FIR-001349,SEVERE,SELF
VIC-01098,FIR-001350,NONE,SELF
VIC-00301,FIR-001351,MINOR,SELF
VIC-03040,FIR-001352,NONE,FAMILY_MEMBER
VIC-01851,FIR-001353,NONE,FAMILY_MEMBER
VIC-01020,FIR-001354,MINOR,SELF
VIC-03364,FIR-001355,MINOR,SELF
VIC-03396,FIR-001356,MODERATE,FAMILY_MEMBER
VIC-02211,FIR-001357,NONE,SELF
VIC-03230,FIR-001358,MODERATE,SELF
VIC-02211,FIR-001358,NONE,SELF
VIC-02922,FIR-001359,MODERATE,SELF
VIC-02272,FIR-001360,NONE,THIRD_PARTY
VIC-00087,FIR-001361,MINOR,SELF
VIC-00645,FIR-001362,MINOR,SELF
VIC-02835,FIR-001363,MINOR,FAMILY_MEMBER
VIC-02959,FIR-001363,NONE,FAMILY_MEMBER
VIC-01865,FIR-001364,NONE,THIRD_PARTY
VIC-03051,FIR-001365,MODERATE,SELF
VIC-02288,FIR-001366,MINOR,POLICE_SUO_MOTU
VIC-00513,FIR-001367,MODERATE,FAMILY_MEMBER
VIC-02961,FIR-001368,MODERATE,FAMILY_MEMBER
VIC-00324,FIR-001369,NONE,FAMILY_MEMBER
VIC-03321,FIR-001369,NONE,SELF
VIC-01387,FIR-001370,MINOR,SELF
VIC-02696,FIR-001371,NONE,FAMILY_MEMBER
VIC-01210,FIR-001371,SEVERE,FAMILY_MEMBER
VIC-00075,FIR-001372,NONE,FAMILY_MEMBER
VIC-00033,FIR-001373,SEVERE,SELF
VIC-02860,FIR-001374,SEVERE,SELF
VIC-03165,FIR-001375,NONE,FAMILY_MEMBER
VIC-00261,FIR-001376,NONE,FAMILY_MEMBER
VIC-02987,FIR-001377,NONE,SELF
VIC-01991,FIR-001377,MODERATE,POLICE_SUO_MOTU
VIC-01017,FIR-001378,NONE,FAMILY_MEMBER
VIC-02271,FIR-001379,SEVERE,SELF
VIC-01234,FIR-001380,NONE,SELF
VIC-00025,FIR-001381,NONE,SELF
VIC-01355,FIR-001381,SEVERE,SELF
VIC-00978,FIR-001382,MINOR,SELF
VIC-03634,FIR-001383,MINOR,FAMILY_MEMBER
VIC-02556,FIR-001384,MINOR,SELF
VIC-02427,FIR-001385,NONE,SELF
VIC-00972,FIR-001385,MINOR,SELF
VIC-01389,FIR-001386,NONE,SELF
VIC-02329,FIR-001387,MINOR,FAMILY_MEMBER
VIC-00460,FIR-001387,MINOR,THIRD_PARTY
VIC-02242,FIR-001388,MODERATE,SELF
VIC-01899,FIR-001388,NONE,THIRD_PARTY
VIC-01318,FIR-001389,NONE,SELF
VIC-00180,FIR-001390,NONE,FAMILY_MEMBER
VIC-01169,FIR-001391,SEVERE,SELF
VIC-02284,FIR-001391,NONE,FAMILY_MEMBER
VIC-01425,FIR-001392,MINOR,SELF
VIC-01297,FIR-001393,NONE,SELF
VIC-02810,FIR-001394,NONE,SELF
VIC-00215,FIR-001394,NONE,SELF
VIC-01673,FIR-001395,NONE,SELF
VIC-00125,FIR-001396,MINOR,SELF
VIC-03655,FIR-001397,MINOR,SELF
VIC-01500,FIR-001397,MINOR,SELF
VIC-00018,FIR-001398,NONE,SELF
VIC-01734,FIR-001399,MINOR,SELF
VIC-01803,FIR-001400,MINOR,SELF
VIC-00857,FIR-001401,NONE,SELF
VIC-02907,FIR-001402,NONE,SELF
VIC-02786,FIR-001403,MODERATE,FAMILY_MEMBER
VIC-02862,FIR-001404,MINOR,FAMILY_MEMBER
VIC-03699,FIR-001404,MINOR,FAMILY_MEMBER
VIC-03837,FIR-001405,NONE,FAMILY_MEMBER
VIC-01591,FIR-001406,MODERATE,FAMILY_MEMBER
VIC-02488,FIR-001407,MINOR,FAMILY_MEMBER
VIC-00029,FIR-001408,NONE,SELF
VIC-03056,FIR-001409,MINOR,THIRD_PARTY
VIC-00364,FIR-001409,MINOR,SELF
VIC-02309,FIR-001410,NONE,SELF
VIC-00889,FIR-001411,NONE,THIRD_PARTY
VIC-01963,FIR-001412,NONE,FAMILY_MEMBER
VIC-01659,FIR-001413,NONE,SELF
VIC-03030,FIR-001414,NONE,SELF
VIC-01541,FIR-001414,MINOR,FAMILY_MEMBER
VIC-01940,FIR-001415,SEVERE,FAMILY_MEMBER
VIC-01335,FIR-001416,MINOR,SELF
VIC-02357,FIR-001417,NONE,FAMILY_MEMBER
VIC-00774,FIR-001418,NONE,FAMILY_MEMBER
VIC-00871,FIR-001419,SEVERE,SELF
VIC-00612,FIR-001420,MODERATE,SELF
VIC-01316,FIR-001421,MODERATE,SELF
VIC-03673,FIR-001422,NONE,THIRD_PARTY
VIC-02826,FIR-001423,MINOR,SELF
VIC-00121,FIR-001424,NONE,THIRD_PARTY
VIC-00875,FIR-001425,MINOR,SELF
VIC-02562,FIR-001425,MODERATE,SELF
VIC-01913,FIR-001426,NONE,THIRD_PARTY
VIC-02867,FIR-001427,SEVERE,POLICE_SUO_MOTU
VIC-01959,FIR-001428,NONE,THIRD_PARTY
VIC-00215,FIR-001429,NONE,FAMILY_MEMBER
VIC-03151,FIR-001430,NONE,FAMILY_MEMBER
VIC-02623,FIR-001431,MINOR,FAMILY_MEMBER
VIC-02032,FIR-001432,NONE,FAMILY_MEMBER
VIC-03108,FIR-001433,NONE,SELF
VIC-00565,FIR-001433,NONE,THIRD_PARTY
VIC-00655,FIR-001434,NONE,SELF
VIC-00782,FIR-001434,MODERATE,FAMILY_MEMBER
VIC-03317,FIR-001435,SEVERE,THIRD_PARTY
VIC-02986,FIR-001436,NONE,FAMILY_MEMBER
VIC-02438,FIR-001436,MINOR,FAMILY_MEMBER
VIC-02405,FIR-001437,MINOR,FAMILY_MEMBER
VIC-01093,FIR-001438,MODERATE,FAMILY_MEMBER
VIC-01692,FIR-001439,NONE,FAMILY_MEMBER
VIC-00059,FIR-001440,MODERATE,FAMILY_MEMBER
VIC-00851,FIR-001440,NONE,SELF
VIC-00523,FIR-001441,NONE,SELF
VIC-03659,FIR-001441,NONE,SELF
VIC-02884,FIR-001442,SEVERE,SELF
VIC-01350,FIR-001443,MINOR,FAMILY_MEMBER
VIC-00017,FIR-001444,MINOR,SELF
VIC-03766,FIR-001445,MODERATE,SELF
VIC-02176,FIR-001446,MODERATE,SELF
VIC-03644,FIR-001447,SEVERE,SELF
VIC-02065,FIR-001448,MINOR,SELF
VIC-00579,FIR-001449,SEVERE,SELF
VIC-02659,FIR-001450,MINOR,SELF
VIC-00277,FIR-001451,NONE,SELF
VIC-00819,FIR-001452,MINOR,SELF
VIC-01916,FIR-001453,MODERATE,FAMILY_MEMBER
VIC-01111,FIR-001454,NONE,FAMILY_MEMBER
VIC-01818,FIR-001455,MINOR,FAMILY_MEMBER
VIC-02779,FIR-001456,MINOR,POLICE_SUO_MOTU
VIC-03515,FIR-001456,SEVERE,SELF
VIC-03439,FIR-001457,MINOR,FAMILY_MEMBER
VIC-01642,FIR-001458,NONE,SELF
VIC-03001,FIR-001459,MINOR,SELF
VIC-02726,FIR-001460,SEVERE,THIRD_PARTY
VIC-03079,FIR-001460,MODERATE,THIRD_PARTY
VIC-00706,FIR-001461,NONE,SELF
VIC-02146,FIR-001462,MINOR,SELF
VIC-03506,FIR-001463,NONE,FAMILY_MEMBER
VIC-01699,FIR-001463,NONE,SELF
VIC-01052,FIR-001464,MODERATE,SELF
VIC-01935,FIR-001465,SEVERE,SELF
VIC-03413,FIR-001465,NONE,SELF
VIC-00070,FIR-001466,MINOR,SELF
VIC-01925,FIR-001466,MODERATE,FAMILY_MEMBER
VIC-01673,FIR-001467,NONE,THIRD_PARTY
VIC-00631,FIR-001468,SEVERE,SELF
VIC-03266,FIR-001469,MINOR,FAMILY_MEMBER
VIC-00915,FIR-001470,NONE,FAMILY_MEMBER
VIC-00871,FIR-001471,NONE,FAMILY_MEMBER
VIC-01775,FIR-001471,MINOR,THIRD_PARTY
VIC-03460,FIR-001472,SEVERE,THIRD_PARTY
VIC-01118,FIR-001473,NONE,SELF
VIC-00860,FIR-001473,NONE,FAMILY_MEMBER
VIC-03746,FIR-001474,NONE,SELF
VIC-02832,FIR-001475,MINOR,POLICE_SUO_MOTU
VIC-00059,FIR-001475,MINOR,SELF
VIC-01029,FIR-001476,MINOR,THIRD_PARTY
VIC-02247,FIR-001477,NONE,FAMILY_MEMBER
VIC-02528,FIR-001478,NONE,SELF
VIC-03283,FIR-001479,NONE,SELF
VIC-02460,FIR-001479,SEVERE,SELF
VIC-03568,FIR-001480,NONE,SELF
VIC-01750,FIR-001481,MINOR,SELF
VIC-01790,FIR-001482,MINOR,FAMILY_MEMBER
VIC-01265,FIR-001483,NONE,THIRD_PARTY
VIC-03724,FIR-001483,MINOR,FAMILY_MEMBER
VIC-03091,FIR-001484,MODERATE,THIRD_PARTY
VIC-03580,FIR-001485,NONE,SELF
VIC-01722,FIR-001486,NONE,FAMILY_MEMBER
VIC-03652,FIR-001486,MINOR,FAMILY_MEMBER
VIC-02935,FIR-001487,MINOR,SELF
VIC-01199,FIR-001488,SEVERE,SELF
VIC-02867,FIR-001489,NONE,SELF
VIC-00876,FIR-001489,MINOR,FAMILY_MEMBER
VIC-03326,FIR-001490,MINOR,THIRD_PARTY
VIC-02051,FIR-001491,NONE,FAMILY_MEMBER
VIC-03373,FIR-001491,NONE,SELF
VIC-02432,FIR-001492,MODERATE,THIRD_PARTY
VIC-01885,FIR-001493,MODERATE,SELF
VIC-01845,FIR-001493,MINOR,THIRD_PARTY
VIC-00702,FIR-001494,NONE,FAMILY_MEMBER
VIC-03833,FIR-001495,MODERATE,POLICE_SUO_MOTU
VIC-03275,FIR-001496,MODERATE,FAMILY_MEMBER
VIC-02262,FIR-001497,NONE,SELF
VIC-01063,FIR-001498,NONE,FAMILY_MEMBER
VIC-00830,FIR-001499,MINOR,SELF
VIC-02216,FIR-001500,MINOR,SELF
VIC-00861,FIR-001500,MINOR,SELF
VIC-02468,FIR-001501,NONE,FAMILY_MEMBER
VIC-03122,FIR-001502,MODERATE,SELF
VIC-02071,FIR-001503,NONE,SELF
VIC-03528,FIR-001504,NONE,SELF
VIC-00975,FIR-001505,MINOR,FAMILY_MEMBER
VIC-03221,FIR-001506,MINOR,SELF
VIC-02242,FIR-001507,MODERATE,SELF
VIC-02323,FIR-001507,MINOR,SELF
VIC-03212,FIR-001508,MODERATE,SELF
VIC-02658,FIR-001509,MODERATE,SELF
VIC-03481,FIR-001510,SEVERE,SELF
VIC-00541,FIR-001511,NONE,FAMILY_MEMBER
VIC-02267,FIR-001512,MINOR,SELF
VIC-02715,FIR-001513,SEVERE,SELF
VIC-03774,FIR-001514,NONE,FAMILY_MEMBER
VIC-01886,FIR-001515,MINOR,SELF
VIC-00923,FIR-001516,SEVERE,SELF
VIC-03279,FIR-001517,MINOR,SELF
VIC-03299,FIR-001518,MINOR,THIRD_PARTY
VIC-02590,FIR-001519,NONE,THIRD_PARTY
VIC-00135,FIR-001520,NONE,FAMILY_MEMBER
VIC-02767,FIR-001521,MODERATE,SELF
VIC-01079,FIR-001522,NONE,SELF
VIC-00313,FIR-001523,NONE,SELF
VIC-03768,FIR-001524,MODERATE,FAMILY_MEMBER
VIC-03250,FIR-001525,NONE,SELF
VIC-01819,FIR-001525,NONE,FAMILY_MEMBER
VIC-02187,FIR-001526,MINOR,FAMILY_MEMBER
VIC-03575,FIR-001527,MINOR,SELF
VIC-00951,FIR-001528,MINOR,SELF
VIC-01747,FIR-001529,MINOR,SELF
VIC-02354,FIR-001529,MODERATE,SELF
VIC-03163,FIR-001530,MINOR,THIRD_PARTY
VIC-03336,FIR-001530,NONE,SELF
VIC-03012,FIR-001531,MINOR,FAMILY_MEMBER
VIC-03755,FIR-001531,MINOR,SELF
VIC-02881,FIR-001532,MINOR,FAMILY_MEMBER
VIC-02086,FIR-001532,NONE,FAMILY_MEMBER
VIC-00560,FIR-001533,MINOR,SELF
VIC-02712,FIR-001534,NONE,SELF
VIC-01230,FIR-001535,NONE,THIRD_PARTY
VIC-00283,FIR-001535,MINOR,FAMILY_MEMBER
VIC-01773,FIR-001536,MODERATE,SELF
VIC-01195,FIR-001537,MODERATE,THIRD_PARTY
VIC-02979,FIR-001538,NONE,FAMILY_MEMBER
VIC-02664,FIR-001539,NONE,FAMILY_MEMBER
VIC-03806,FIR-001540,MINOR,SELF
VIC-03885,FIR-001541,NONE,SELF
VIC-02313,FIR-001542,MINOR,FAMILY_MEMBER
VIC-00406,FIR-001543,NONE,FAMILY_MEMBER
VIC-02735,FIR-001543,MINOR,FAMILY_MEMBER
VIC-03348,FIR-001544,MINOR,FAMILY_MEMBER
VIC-03015,FIR-001545,SEVERE,FAMILY_MEMBER
VIC-00514,FIR-001545,MINOR,SELF
VIC-00825,FIR-001546,MODERATE,SELF
VIC-02599,FIR-001547,NONE,THIRD_PARTY
VIC-02397,FIR-001548,NONE,THIRD_PARTY
VIC-01797,FIR-001549,MINOR,FAMILY_MEMBER
VIC-01784,FIR-001550,SEVERE,SELF
VIC-03749,FIR-001551,NONE,SELF
VIC-00132,FIR-001551,NONE,THIRD_PARTY
VIC-00902,FIR-001552,NONE,FAMILY_MEMBER
VIC-00856,FIR-001553,MODERATE,POLICE_SUO_MOTU
VIC-02000,FIR-001554,NONE,FAMILY_MEMBER
VIC-02517,FIR-001555,NONE,SELF
VIC-00493,FIR-001556,NONE,SELF
VIC-03516,FIR-001557,NONE,SELF
VIC-01779,FIR-001558,MODERATE,SELF
VIC-03333,FIR-001558,NONE,SELF
VIC-01555,FIR-001559,NONE,FAMILY_MEMBER
VIC-01563,FIR-001560,MODERATE,FAMILY_MEMBER
VIC-02539,FIR-001560,NONE,FAMILY_MEMBER
VIC-03326,FIR-001561,NONE,FAMILY_MEMBER
VIC-03248,FIR-001562,SEVERE,SELF
VIC-03284,FIR-001563,NONE,SELF
VIC-03838,FIR-001564,MODERATE,SELF
VIC-03585,FIR-001565,MINOR,SELF
VIC-00937,FIR-001566,MINOR,SELF
VIC-00271,FIR-001567,NONE,SELF
VIC-03027,FIR-001567,MINOR,SELF
VIC-00811,FIR-001568,NONE,SELF
VIC-01876,FIR-001569,MINOR,SELF
VIC-00549,FIR-001570,MODERATE,SELF
VIC-01093,FIR-001570,NONE,SELF
VIC-02105,FIR-001571,NONE,FAMILY_MEMBER
VIC-00245,FIR-001572,NONE,FAMILY_MEMBER
VIC-00997,FIR-001572,NONE,SELF
VIC-00266,FIR-001573,NONE,SELF
VIC-00426,FIR-001574,SEVERE,SELF
VIC-01869,FIR-001575,NONE,FAMILY_MEMBER
VIC-02149,FIR-001575,NONE,SELF
VIC-00217,FIR-001576,MINOR,SELF
VIC-02320,FIR-001577,MINOR,SELF
VIC-03739,FIR-001577,NONE,FAMILY_MEMBER
VIC-00217,FIR-001578,NONE,SELF
VIC-01374,FIR-001579,SEVERE,FAMILY_MEMBER
VIC-02849,FIR-001579,NONE,SELF
VIC-03035,FIR-001580,NONE,SELF
VIC-01654,FIR-001580,MINOR,SELF
VIC-03026,FIR-001581,MINOR,SELF
VIC-01739,FIR-001582,MODERATE,SELF
VIC-00556,FIR-001583,MODERATE,SELF
VIC-03560,FIR-001584,SEVERE,SELF
VIC-02596,FIR-001585,NONE,SELF
VIC-03103,FIR-001586,NONE,SELF
VIC-01049,FIR-001586,MINOR,SELF
VIC-02629,FIR-001587,NONE,SELF
VIC-03263,FIR-001588,NONE,SELF
VIC-03523,FIR-001589,MINOR,SELF
VIC-02051,FIR-001590,NONE,FAMILY_MEMBER
VIC-03249,FIR-001591,NONE,SELF
VIC-01097,FIR-001592,NONE,SELF
VIC-01014,FIR-001593,MINOR,SELF
VIC-02561,FIR-001593,SEVERE,THIRD_PARTY
VIC-02610,FIR-001594,MINOR,SELF
VIC-01658,FIR-001595,MODERATE,SELF
VIC-01656,FIR-001596,NONE,SELF
VIC-03130,FIR-001597,MODERATE,POLICE_SUO_MOTU
VIC-01009,FIR-001597,MODERATE,SELF
VIC-01230,FIR-001598,NONE,SELF
VIC-01657,FIR-001599,MODERATE,FAMILY_MEMBER
VIC-03597,FIR-001599,MINOR,POLICE_SUO_MOTU
VIC-01253,FIR-001600,MINOR,SELF
VIC-02867,FIR-001601,SEVERE,SELF
VIC-02259,FIR-001602,MODERATE,FAMILY_MEMBER
VIC-03093,FIR-001603,SEVERE,SELF
VIC-01388,FIR-001604,MINOR,SELF
VIC-03826,FIR-001605,MINOR,SELF
VIC-01328,FIR-001606,NONE,THIRD_PARTY
VIC-02049,FIR-001607,MODERATE,SELF
VIC-00415,FIR-001608,NONE,SELF
VIC-02617,FIR-001609,NONE,FAMILY_MEMBER
VIC-02693,FIR-001610,NONE,SELF
VIC-02760,FIR-001610,SEVERE,SELF
VIC-02687,FIR-001611,NONE,SELF
VIC-01859,FIR-001612,NONE,SELF
VIC-03175,FIR-001613,MODERATE,SELF
VIC-01736,FIR-001614,MODERATE,POLICE_SUO_MOTU
VIC-00070,FIR-001615,NONE,FAMILY_MEMBER
VIC-00483,FIR-001615,NONE,SELF
VIC-02426,FIR-001616,MODERATE,FAMILY_MEMBER
VIC-02632,FIR-001617,NONE,SELF
VIC-00674,FIR-001618,NONE,FAMILY_MEMBER
VIC-00784,FIR-001619,MINOR,SELF
VIC-03304,FIR-001620,MINOR,THIRD_PARTY
VIC-02346,FIR-001621,NONE,THIRD_PARTY
VIC-00744,FIR-001622,MINOR,FAMILY_MEMBER
VIC-01885,FIR-001623,NONE,SELF
VIC-01907,FIR-001624,MODERATE,SELF
VIC-02458,FIR-001624,NONE,SELF
VIC-03217,FIR-001625,MODERATE,SELF
VIC-02326,FIR-001626,MINOR,FAMILY_MEMBER
VIC-00798,FIR-001627,NONE,SELF
VIC-02728,FIR-001628,MINOR,SELF
VIC-01121,FIR-001629,MINOR,SELF
VIC-03396,FIR-001629,MINOR,FAMILY_MEMBER
VIC-00292,FIR-001630,MODERATE,SELF
VIC-01029,FIR-001631,SEVERE,SELF
VIC-02369,FIR-001632,MINOR,FAMILY_MEMBER
VIC-00195,FIR-001633,MODERATE,FAMILY_MEMBER
VIC-00159,FIR-001634,NONE,FAMILY_MEMBER
VIC-03495,FIR-001634,MINOR,SELF
VIC-03064,FIR-001635,SEVERE,THIRD_PARTY
VIC-01010,FIR-001635,NONE,SELF
VIC-02940,FIR-001636,SEVERE,SELF
VIC-00227,FIR-001636,NONE,SELF
VIC-02317,FIR-001637,SEVERE,SELF
VIC-00409,FIR-001638,NONE,SELF
VIC-01327,FIR-001638,MODERATE,SELF
VIC-02030,FIR-001639,NONE,THIRD_PARTY
VIC-02793,FIR-001640,NONE,THIRD_PARTY
VIC-00677,FIR-001640,NONE,SELF
VIC-03821,FIR-001641,MINOR,THIRD_PARTY
VIC-00377,FIR-001641,NONE,THIRD_PARTY
VIC-01299,FIR-001642,NONE,SELF
VIC-02489,FIR-001643,NONE,SELF
VIC-01559,FIR-001644,NONE,SELF
VIC-00979,FIR-001644,MINOR,POLICE_SUO_MOTU
VIC-01236,FIR-001645,MINOR,SELF
VIC-02366,FIR-001646,SEVERE,SELF
VIC-00488,FIR-001646,NONE,THIRD_PARTY
VIC-03769,FIR-001647,NONE,SELF
VIC-02712,FIR-001648,NONE,SELF
VIC-01381,FIR-001649,NONE,SELF
VIC-01278,FIR-001650,MODERATE,SELF
VIC-01160,FIR-001650,MINOR,THIRD_PARTY
VIC-02224,FIR-001651,MINOR,FAMILY_MEMBER
VIC-03748,FIR-001651,SEVERE,SELF
VIC-03890,FIR-001652,MINOR,POLICE_SUO_MOTU
VIC-02576,FIR-001653,MODERATE,SELF
VIC-03757,FIR-001654,MINOR,SELF
VIC-00597,FIR-001655,MODERATE,SELF
VIC-00354,FIR-001655,MINOR,SELF
VIC-01660,FIR-001656,NONE,SELF
VIC-02718,FIR-001657,NONE,SELF
VIC-03773,FIR-001657,NONE,THIRD_PARTY
VIC-02086,FIR-001658,MINOR,POLICE_SUO_MOTU
VIC-02039,FIR-001659,MINOR,THIRD_PARTY
VIC-02534,FIR-001659,SEVERE,SELF
VIC-01114,FIR-001660,SEVERE,THIRD_PARTY
VIC-00577,FIR-001661,NONE,SELF
VIC-00499,FIR-001662,NONE,FAMILY_MEMBER
VIC-02262,FIR-001663,NONE,SELF
VIC-01206,FIR-001664,MINOR,THIRD_PARTY
VIC-02483,FIR-001665,MINOR,SELF
VIC-02975,FIR-001666,MODERATE,SELF
VIC-01528,FIR-001667,MODERATE,SELF
VIC-02733,FIR-001668,NONE,THIRD_PARTY
VIC-03194,FIR-001669,SEVERE,THIRD_PARTY
VIC-02635,FIR-001669,MINOR,SELF
VIC-01789,FIR-001670,NONE,FAMILY_MEMBER
VIC-01473,FIR-001670,SEVERE,FAMILY_MEMBER
VIC-02148,FIR-001671,NONE,SELF
VIC-00098,FIR-001672,MODERATE,SELF
VIC-03864,FIR-001673,NONE,SELF
VIC-00518,FIR-001674,MODERATE,SELF
VIC-01076,FIR-001675,NONE,FAMILY_MEMBER
VIC-01179,FIR-001675,MODERATE,FAMILY_MEMBER
VIC-02628,FIR-001676,MINOR,FAMILY_MEMBER
VIC-03717,FIR-001677,MODERATE,SELF
VIC-00103,FIR-001678,MINOR,SELF
VIC-03167,FIR-001678,NONE,SELF
VIC-02972,FIR-001679,SEVERE,SELF
VIC-01592,FIR-001680,MINOR,SELF
VIC-03801,FIR-001680,NONE,SELF
VIC-02859,FIR-001681,MODERATE,SELF
VIC-03017,FIR-001682,NONE,SELF
VIC-00201,FIR-001683,MINOR,SELF
VIC-02490,FIR-001683,MODERATE,SELF
VIC-01592,FIR-001684,NONE,SELF
VIC-01521,FIR-001685,MINOR,SELF
VIC-01698,FIR-001686,NONE,SELF
VIC-02408,FIR-001687,MODERATE,SELF
VIC-02098,FIR-001688,NONE,SELF
VIC-02623,FIR-001689,MINOR,SELF
VIC-03430,FIR-001690,MINOR,THIRD_PARTY
VIC-00038,FIR-001691,MINOR,FAMILY_MEMBER
VIC-01027,FIR-001692,NONE,SELF
VIC-03313,FIR-001693,MINOR,SELF
VIC-01011,FIR-001694,SEVERE,SELF
VIC-01292,FIR-001695,MINOR,THIRD_PARTY
VIC-00370,FIR-001696,MODERATE,FAMILY_MEMBER
VIC-01797,FIR-001697,NONE,POLICE_SUO_MOTU
VIC-02542,FIR-001698,MODERATE,FAMILY_MEMBER
VIC-00911,FIR-001699,MODERATE,SELF
VIC-02152,FIR-001700,NONE,SELF
VIC-02479,FIR-001701,MINOR,SELF
