witness_id,fir_id,statement_date,statement_reliability
WIT-01105,FIR-002696,2021-02-04,MEDIUM
WIT-01087,FIR-000054,2023-03-11,MEDIUM
WIT-00031,FIR-000054,2023-03-19,MEDIUM
WIT-01044,FIR-000168,2022-12-04,MEDIUM
WIT-00138,FIR-003590,2023-06-22,MEDIUM
WIT-01318,FIR-003391,2021-09-19,LOW
WIT-01301,FIR-002376,2022-04-06,MEDIUM
WIT-00860,FIR-000228,2025-06-27,MEDIUM
WIT-00773,FIR-000228,2025-07-05,HIGH
WIT-00917,FIR-000144,2021-12-11,LOW
WIT-01040,FIR-000144,2021-12-17,HIGH
WIT-01188,FIR-001847,2023-06-16,LOW
WIT-00700,FIR-000859,2026-01-01,LOW
WIT-01199,FIR-002127,2022-09-30,LOW
WIT-00043,FIR-002075,2025-01-08,HIGH
WIT-01092,FIR-002075,2025-01-02,HIGH
WIT-00085,FIR-003410,2022-10-09,HIGH
WIT-00551,FIR-001056,2024-02-10,MEDIUM
WIT-00208,FIR-001056,2024-02-19,HIGH
WIT-01378,FIR-002550,2022-08-30,HIGH
WIT-00402,FIR-002550,2022-09-05,HIGH
WIT-01330,FIR-001807,2022-09-02,MEDIUM
WIT-00257,FIR-000950,2024-09-10,HIGH
WIT-00851,FIR-001266,2022-11-17,HIGH
WIT-01001,FIR-002033,2023-04-05,HIGH
WIT-00751,FIR-001160,2023-06-16,LOW
WIT-00218,FIR-002552,2022-10-10,LOW
WIT-00395,FIR-002552,2022-09-30,MEDIUM
WIT-01302,FIR-001647,2022-12-13,HIGH
WIT-01165,FIR-002345,2025-07-15,HIGH
WIT-00785,FIR-000951,2024-10-21,MEDIUM
WIT-00078,FIR-000951,2024-10-23,HIGH
WIT-01359,FIR-002351,2025-10-21,HIGH
WIT-00435,FIR-002351,2025-10-20,LOW
WIT-00517,FIR-003718,2025-11-12,HIGH
WIT-00806,FIR-002272,2021-02-16,HIGH
WIT-00929,FIR-003130,2021-05-25,MEDIUM
WIT-00149,FIR-003130,2021-05-21,HIGH
WIT-00330,FIR-000429,2023-11-19,HIGH
WIT-01092,FIR-000863,2021-02-03,MEDIUM
WIT-00707,FIR-003199,2025-06-16,HIGH
WIT-00678,FIR-003127,2021-02-09,MEDIUM
WIT-01214,FIR-002613,2021-03-03,LOW
WIT-01288,FIR-001303,2024-06-21,LOW
WIT-01207,FIR-001303,2024-06-18,MEDIUM
WIT-00043,FIR-002357,2021-02-20,MEDIUM
WIT-01196,FIR-002357,2021-02-21,HIGH
WIT-00579,FIR-001549,2025-02-07,MEDIUM
WIT-00333,FIR-001549,2025-02-02,MEDIUM
WIT-00439,FIR-002040,2023-06-10,HIGH
WIT-01116,FIR-003670,2023-01-27,HIGH
WIT-00049,FIR-002145,2023-09-27,HIGH
WIT-00537,FIR-002972,2021-12-16,HIGH
WIT-01262,FIR-002972,2021-12-15,MEDIUM
WIT-00870,FIR-003416,2023-03-01,MEDIUM
WIT-00214,FIR-003416,2023-03-05,LOW
WIT-00415,FIR-000448,2024-08-30,HIGH
WIT-00184,FIR-002765,2022-06-02,MEDIUM
WIT-00796,FIR-002765,2022-05-29,MEDIUM
WIT-00109,FIR-000055,2023-04-23,MEDIUM
WIT-01306,FIR-000055,2023-04-29,HIGH
WIT-00880,FIR-001435,2022-10-25,HIGH
WIT-01029,FIR-001435,2022-10-24,HIGH
WIT-00815,FIR-002507,2024-12-06,MEDIUM
WIT-00991,FIR-002507,2024-12-03,HIGH
WIT-00829,FIR-002721,2021-08-03,HIGH
WIT-01351,FIR-002219,2022-12-21,LOW
WIT-00753,FIR-001037,2023-05-06,HIGH
WIT-00857,FIR-001037,2023-05-11,HIGH
WIT-00026,FIR-002779,2022-08-20,MEDIUM
WIT-01078,FIR-003006,2023-12-11,HIGH
WIT-00630,FIR-003006,2023-12-02,HIGH
WIT-01243,FIR-002465,2022-08-13,HIGH
WIT-00393,FIR-002465,2022-08-19,HIGH
WIT-00651,FIR-000425,2023-09-14,HIGH
WIT-01194,FIR-000425,2023-09-16,MEDIUM
WIT-00453,FIR-000355,2025-10-19,MEDIUM
WIT-00791,FIR-002388,2022-12-16,HIGH
WIT-00511,FIR-000172,2023-02-11,HIGH
WIT-01386,FIR-000805,2023-09-14,LOW
WIT-01324,FIR-000805,2023-09-14,MEDIUM
WIT-00720,FIR-001448,2023-01-31,LOW
WIT-01250,FIR-001448,2023-01-27,MEDIUM
WIT-00458,FIR-003145,2022-03-17,MEDIUM
WIT-00690,FIR-003215,2021-06-03,HIGH
WIT-01316,FIR-002595,2025-02-24,LOW
WIT-01403,FIR-002595,2025-02-25,LOW
WIT-00597,FIR-003656,2022-04-02,HIGH
WIT-01188,FIR-003189,2024-11-10,LOW
WIT-00036,FIR-003189,2024-11-06,HIGH
WIT-00658,FIR-002366,2021-09-17,HIGH
WIT-00396,FIR-002366,2021-09-11,LOW
WIT-00172,FIR-001158,2023-05-15,MEDIUM
WIT-01163,FIR-000259,2021-10-07,HIGH
WIT-01419,FIR-000744,2021-03-02,HIGH
WIT-00510,FIR-002978,2022-07-02,HIGH
WIT-00193,FIR-002314,2023-09-12,HIGH
WIT-01006,FIR-001837,2023-04-26,HIGH
WIT-00618,FIR-002525,2025-12-25,MEDIUM
WIT-00484,FIR-000149,2022-04-03,MEDIUM
WIT-01308,FIR-000935,2024-02-10,MEDIUM
WIT-00346,FIR-000572,2022-10-30,MEDIUM
WIT-00543,FIR-001012,2022-04-12,MEDIUM
WIT-00422,FIR-002285,2021-11-10,HIGH
WIT-00197,FIR-002654,2023-09-06,MEDIUM
WIT-01148,FIR-002654,2023-09-11,HIGH
WIT-00525,FIR-001834,2023-03-13,MEDIUM
WIT-00536,FIR-001716,2025-10-21,HIGH
WIT-00265,FIR-001716,2025-10-18,HIGH
WIT-00679,FIR-003005,2023-12-12,HIGH
WIT-00148,FIR-001595,2025-12-06,HIGH
WIT-01289,FIR-001763,2021-11-07,HIGH
WIT-01458,FIR-002954,2025-12-23,MEDIUM
WIT-00857,FIR-001587,2025-10-25,HIGH
WIT-00090,FIR-000678,2024-10-23,HIGH
WIT-00611,FIR-002464,2022-07-17,HIGH
WIT-00935,FIR-002365,2021-09-29,HIGH
WIT-00718,FIR-002490,2023-12-16,HIGH
WIT-00262,FIR-000291,2023-03-03,HIGH
WIT-01109,FIR-003561,2021-10-07,HIGH
WIT-00747,FIR-003068,2022-09-25,HIGH
WIT-01434,FIR-003068,2022-09-27,HIGH
WIT-00212,FIR-000069,2023-11-29,MEDIUM
WIT-00205,FIR-000871,2021-06-22,MEDIUM
WIT-01313,FIR-002311,2023-07-31,MEDIUM
WIT-01182,FIR-002866,2024-05-07,MEDIUM
WIT-01065,FIR-002254,2025-01-23,HIGH
WIT-01381,FIR-002842,2023-10-26,HIGH
WIT-00278,FIR-002842,2023-11-01,LOW
WIT-00789,FIR-003247,2023-03-25,MEDIUM
WIT-01233,FIR-001889,2024-04-02,MEDIUM
WIT-00556,FIR-003349,2024-03-13,MEDIUM
WIT-01344,FIR-001189,2024-09-18,MEDIUM
WIT-00880,FIR-001189,2024-09-26,MEDIUM
WIT-00092,FIR-000797,2023-05-29,HIGH
WIT-00797,FIR-000088,2024-08-31,MEDIUM
WIT-01158,FIR-002163,2024-10-31,HIGH
WIT-00852,FIR-000410,2023-02-02,HIGH
WIT-00030,FIR-002092,2025-08-21,HIGH
WIT-00366,FIR-000806,2023-10-05,HIGH
WIT-00711,FIR-000806,2023-10-04,MEDIUM
WIT-01077,FIR-002984,2022-10-23,MEDIUM
WIT-00001,FIR-002987,2022-11-11,LOW
WIT-00814,FIR-003395,2021-11-22,MEDIUM
WIT-01343,FIR-002329,2024-09-03,HIGH
WIT-00021,FIR-003374,2025-09-30,HIGH
WIT-01111,FIR-003374,2025-09-24,LOW
WIT-00341,FIR-002425,2025-02-19,LOW
WIT-01327,FIR-002849,2023-12-07,HIGH
WIT-01428,FIR-000739,2025-12-11,LOW
WIT-00006,FIR-002787,2022-10-17,LOW
WIT-00275,FIR-002787,2022-10-16,MEDIUM
WIT-00632,FIR-001565,2025-05-17,MEDIUM
WIT-00681,FIR-001565,2025-05-23,MEDIUM
WIT-01441,FIR-000993,2021-07-13,HIGH
WIT-01108,FIR-002089,2025-07-22,MEDIUM
WIT-01248,FIR-000684,2024-11-28,HIGH
WIT-00471,FIR-003717,2025-11-20,HIGH
WIT-00933,FIR-001933,2025-02-28,LOW
WIT-00538,FIR-001933,2025-03-04,MEDIUM
WIT-00200,FIR-000502,2021-06-14,HIGH
WIT-01137,FIR-002868,2024-06-01,HIGH
WIT-01203,FIR-002932,2025-09-01,HIGH
WIT-00117,FIR-002291,2022-04-17,LOW
WIT-00610,FIR-002291,2022-04-08,HIGH
WIT-00322,FIR-003720,2025-12-20,HIGH
WIT-01041,FIR-003480,2021-11-18,MEDIUM
WIT-00540,FIR-001335,2025-10-31,HIGH
WIT-00248,FIR-000481,2021-01-27,MEDIUM
WIT-01057,FIR-003309,2021-11-19,MEDIUM
WIT-00088,FIR-000915,2023-04-28,MEDIUM
WIT-01059,FIR-000432,2023-12-23,HIGH
WIT-00207,FIR-000319,2024-04-28,HIGH
WIT-01307,FIR-003097,2024-06-24,HIGH
WIT-01316,FIR-002087,2025-06-18,HIGH
WIT-01361,FIR-003415,2023-01-12,HIGH
WIT-01264,FIR-000232,2025-08-25,HIGH
WIT-00766,FIR-001398,2022-02-18,HIGH
WIT-01487,FIR-001398,2022-02-16,HIGH
WIT-00003,FIR-003429,2023-11-05,HIGH
WIT-00228,FIR-003429,2023-11-06,MEDIUM
WIT-01442,FIR-001840,2023-04-06,HIGH
WIT-00991,FIR-001663,2023-08-17,HIGH
WIT-00238,FIR-001853,2023-08-26,MEDIUM
WIT-00285,FIR-002021,2022-09-23,MEDIUM
WIT-00737,FIR-000293,2023-03-15,MEDIUM
WIT-00589,FIR-000293,2023-03-16,HIGH
WIT-00112,FIR-003700,2024-11-27,MEDIUM
WIT-01099,FIR-002289,2022-02-25,HIGH
WIT-01382,FIR-002264,2025-09-28,HIGH
WIT-00547,FIR-000553,2022-06-29,HIGH
WIT-01035,FIR-000137,2021-09-12,MEDIUM
WIT-01389,FIR-000933,2024-01-07,HIGH
WIT-00208,FIR-000933,2024-01-14,HIGH
WIT-00887,FIR-003427,2023-10-21,MEDIUM
WIT-00984,FIR-003111,2025-03-26,HIGH
WIT-00732,FIR-003111,2025-03-25,HIGH
WIT-00787,FIR-003154,2022-10-09,HIGH
WIT-00788,FIR-001819,2022-11-14,LOW
WIT-01076,FIR-001819,2022-11-12,MEDIUM
WIT-00969,FIR-001310,2024-09-16,HIGH
WIT-00722,FIR-001794,2022-06-24,HIGH
WIT-00489,FIR-003206,2025-10-07,HIGH
WIT-00544,FIR-003172,2023-10-30,MEDIUM
WIT-00013,FIR-001465,2023-06-10,MEDIUM
WIT-00073,FIR-003073,2022-12-31,MEDIUM
WIT-00988,FIR-000761,2021-11-29,HIGH
WIT-00135,FIR-003120,2025-10-16,HIGH
WIT-00248,FIR-003120,2025-10-11,MEDIUM
WIT-01342,FIR-002822,2023-06-25,HIGH
WIT-01178,FIR-002791,2022-11-10,LOW
WIT-01327,FIR-001711,2025-08-17,HIGH
WIT-00947,FIR-002501,2024-09-30,HIGH
WIT-01421,FIR-002467,2022-09-09,HIGH
WIT-00397,FIR-002346,2025-08-15,HIGH
WIT-01278,FIR-002346,2025-08-09,LOW
WIT-00899,FIR-002003,2021-12-08,LOW
WIT-00556,FIR-002171,2025-04-03,HIGH
WIT-00627,FIR-003400,2022-03-17,HIGH
WIT-00435,FIR-003404,2022-07-23,HIGH
WIT-00186,FIR-003404,2022-07-23,MEDIUM
WIT-01490,FIR-003113,2025-05-25,MEDIUM
WIT-00600,FIR-003113,2025-05-23,HIGH
WIT-00333,FIR-001091,2025-08-02,LOW
WIT-00075,FIR-001934,2025-03-04,MEDIUM
WIT-00133,FIR-000717,2025-08-17,LOW
WIT-00329,FIR-000717,2025-08-22,HIGH
WIT-01089,FIR-002335,2024-11-24,LOW
WIT-00905,FIR-003035,2025-11-05,MEDIUM
WIT-00193,FIR-003673,2023-04-29,HIGH
WIT-01016,FIR-001907,2024-08-14,HIGH
WIT-01066,FIR-002802,2023-01-04,HIGH
WIT-00224,FIR-002802,2023-01-03,MEDIUM
WIT-00672,FIR-000776,2022-07-08,MEDIUM
WIT-00758,FIR-000776,2022-07-07,HIGH
WIT-00654,FIR-001659,2023-07-06,HIGH
WIT-00785,FIR-001659,2023-07-01,MEDIUM
WIT-00682,FIR-003182,2024-06-30,LOW
WIT-00844,FIR-003315,2022-03-06,HIGH
WIT-00205,FIR-002591,2024-11-17,HIGH
WIT-00069,FIR-002591,2024-11-12,MEDIUM
WIT-00006,FIR-001060,2024-05-02,LOW
WIT-00561,FIR-001489,2023-11-15,HIGH
WIT-00922,FIR-000389,2022-03-21,LOW
WIT-00816,FIR-001267,2022-12-28,HIGH
WIT-01121,FIR-003394,2021-11-13,LOW
WIT-00309,FIR-003170,2023-09-23,HIGH
WIT-01389,FIR-001854,2023-09-01,LOW
WIT-00719,FIR-001854,2023-08-23,HIGH
WIT-01040,FIR-001460,2023-04-27,HIGH
WIT-00639,FIR-000728,2025-11-02,HIGH
WIT-01298,FIR-000728,2025-10-27,MEDIUM
WIT-01342,FIR-001456,2023-03-14,HIGH
WIT-00073,FIR-001456,2023-03-12,LOW
WIT-00486,FIR-002640,2022-10-24,MEDIUM
WIT-00238,FIR-002640,2022-10-27,MEDIUM
WIT-01088,FIR-001231,2021-07-04,HIGH
WIT-00403,FIR-001218,2025-11-21,HIGH
WIT-00858,FIR-002123,2022-06-14,MEDIUM
WIT-00449,FIR-002179,2025-09-15,HIGH
WIT-00492,FIR-002179,2025-09-18,HIGH
WIT-00316,FIR-000599,2023-04-09,HIGH
WIT-00899,FIR-001324,2025-04-14,MEDIUM
WIT-00090,FIR-002429,2025-06-14,MEDIUM
WIT-00415,FIR-003477,2021-10-10,HIGH
WIT-00258,FIR-000199,2024-04-14,MEDIUM
WIT-00021,FIR-000461,2025-03-06,HIGH
WIT-00211,FIR-002133,2023-01-03,MEDIUM
WIT-00757,FIR-002133,2023-01-06,MEDIUM
WIT-01220,FIR-003105,2024-12-01,MEDIUM
WIT-00662,FIR-000427,2023-10-20,LOW
WIT-01018,FIR-000427,2023-10-14,HIGH
WIT-00517,FIR-002801,2023-01-12,HIGH
WIT-01176,FIR-000460,2025-02-20,LOW
WIT-00962,FIR-001289,2023-11-07,MEDIUM
WIT-00496,FIR-001289,2023-11-11,MEDIUM
WIT-00187,FIR-001773,2022-01-25,LOW
WIT-00102,FIR-001773,2022-01-23,MEDIUM
WIT-00443,FIR-001952,2025-06-26,MEDIUM
WIT-00248,FIR-003025,2025-02-23,HIGH
WIT-00676,FIR-000952,2024-10-14,HIGH
WIT-01218,FIR-000952,2024-10-12,HIGH
WIT-01416,FIR-003407,2022-09-08,MEDIUM
WIT-01128,FIR-001411,2022-05-11,HIGH
WIT-01351,FIR-003388,2021-08-31,HIGH
WIT-00682,FIR-003388,2021-08-21,MEDIUM
WIT-01463,FIR-002347,2025-08-20,HIGH
WIT-01238,FIR-002347,2025-08-22,LOW
WIT-00842,FIR-001884,2024-02-06,MEDIUM
WIT-00563,FIR-001753,2021-08-24,MEDIUM
WIT-00586,FIR-001753,2021-08-18,LOW
WIT-01221,FIR-003612,2024-09-25,HIGH
WIT-00142,FIR-002576,2023-12-08,HIGH
WIT-01315,FIR-002576,2023-12-11,HIGH
WIT-00487,FIR-002026,2022-11-28,HIGH
WIT-00250,FIR-000152,2022-04-10,HIGH
WIT-00142,FIR-003666,2022-11-24,MEDIUM
WIT-00406,FIR-003666,2022-11-23,HIGH
WIT-01226,FIR-003437,2024-07-10,MEDIUM
WIT-00932,FIR-002693,2025-11-14,MEDIUM
WIT-00398,FIR-002180,2025-10-31,HIGH
WIT-00341,FIR-002180,2025-11-01,HIGH
WIT-01086,FIR-000038,2022-07-18,HIGH
WIT-01025,FIR-002231,2023-10-18,HIGH
WIT-00692,FIR-002231,2023-10-22,LOW
WIT-00057,FIR-003337,2023-08-25,LOW
WIT-00087,FIR-002065,2024-07-27,HIGH
WIT-00638,FIR-002493,2024-02-17,LOW
WIT-00516,FIR-002451,2021-09-26,HIGH
WIT-01322,FIR-003667,2022-12-08,HIGH
WIT-01429,FIR-001062,2024-05-17,HIGH
WIT-00321,FIR-001062,2024-05-16,MEDIUM
WIT-00571,FIR-001778,2022-02-12,HIGH
WIT-01490,FIR-002324,2024-03-18,HIGH
WIT-01193,FIR-000248,2021-04-13,MEDIUM
WIT-01249,FIR-003503,2023-04-21,HIGH
WIT-00549,FIR-001987,2021-04-28,MEDIUM
WIT-00708,FIR-001987,2021-04-23,MEDIUM
WIT-00977,FIR-002804,2023-02-25,HIGH
WIT-01395,FIR-002804,2023-02-26,HIGH
WIT-00144,FIR-002086,2025-05-26,HIGH
WIT-00611,FIR-001755,2021-09-30,MEDIUM
WIT-01473,FIR-001755,2021-10-04,MEDIUM
WIT-00551,FIR-003346,2024-01-03,HIGH
WIT-00744,FIR-001019,2022-08-18,MEDIUM
WIT-01362,FIR-001226,2021-03-19,HIGH
WIT-01353,FIR-001226,2021-03-17,MEDIUM
WIT-01400,FIR-001410,2022-06-02,MEDIUM
WIT-01282,FIR-001544,2024-11-20,MEDIUM
WIT-00754,FIR-000831,2024-10-27,MEDIUM
WIT-00622,FIR-000831,2024-10-23,HIGH
WIT-01321,FIR-002539,2021-11-17,HIGH
WIT-00544,FIR-000847,2025-06-13,MEDIUM
WIT-00073,FIR-003306,2021-09-26,HIGH
WIT-00592,FIR-000618,2023-09-14,MEDIUM
WIT-00320,FIR-000618,2023-09-09,HIGH
WIT-00461,FIR-003518,2024-02-23,LOW
WIT-00452,FIR-001232,2021-06-07,LOW
WIT-00426,FIR-001473,2023-08-18,HIGH
WIT-00546,FIR-000567,2022-09-07,MEDIUM
WIT-01385,FIR-001143,2022-10-07,MEDIUM
WIT-00748,FIR-001315,2024-12-17,MEDIUM
WIT-00382,FIR-001852,2023-07-03,LOW
WIT-00823,FIR-001852,2023-07-05,MEDIUM
WIT-00127,FIR-003181,2024-06-01,HIGH
WIT-00578,FIR-001389,2021-12-07,MEDIUM
WIT-00076,FIR-000316,2024-02-11,LOW
WIT-00163,FIR-001298,2024-03-13,MEDIUM
WIT-00224,FIR-001298,2024-03-15,HIGH
WIT-00019,FIR-001382,2021-10-13,HIGH
WIT-00264,FIR-001382,2021-10-09,HIGH
