fir_id,location_id,exact_address,landmark
FIR-002737,LOC-00812,"Near LOC-00812, Mysuru",School
FIR-002738,LOC-00809,"Near LOC-00809, Mysuru",School
FIR-002739,LOC-00815,"Near LOC-00815, Mysuru",School
FIR-002740,LOC-00795,"Near LOC-00795, Mysuru",Market
FIR-002741,LOC-00844,"Near LOC-00844, Mysuru",Temple
FIR-002742,LOC-00864,"Near LOC-00864, Mysuru",Market
FIR-002743,LOC-00824,"Near LOC-00824, Mysuru",Bus Stand
FIR-002744,LOC-00847,"Near LOC-00847, Mysuru",Temple
FIR-002745,LOC-00813,"Near LOC-00813, Mysuru",Market
FIR-002746,LOC-00859,"Near LOC-00859, Mysuru",School
FIR-002747,LOC-00827,"Near LOC-00827, Mysuru",School
FIR-002748,LOC-00830,"Near LOC-00830, Mysuru",Market
FIR-002749,LOC-00810,"Near LOC-00810, Mysuru",Circle
FIR-002750,LOC-00796,"Near LOC-00796, Mysuru",School
FIR-002751,LOC-00868,"Near LOC-00868, Mysuru",Bus Stand
FIR-002752,LOC-00874,"Near LOC-00874, Mysuru",Bus Stand
FIR-002753,LOC-00810,"Near LOC-00810, Mysuru",Bus Stand
FIR-002754,LOC-00811,"Near LOC-00811, Mysuru",School
FIR-002755,LOC-00848,"Near LOC-00848, Mysuru",Bus Stand
FIR-002756,LOC-00826,"Near LOC-00826, Mysuru",School
FIR-002757,LOC-00858,"Near LOC-00858, Mysuru",Petrol Bunk
FIR-002758,LOC-00858,"Near LOC-00858, Mysuru",School
FIR-002759,LOC-00811,"Near LOC-00811, Mysuru",Petrol Bunk
FIR-002760,LOC-00796,"Near LOC-00796, Mysuru",Circle
FIR-002761,LOC-00875,"Near LOC-00875, Mysuru",School
FIR-002762,LOC-00851,"Near LOC-00851, Mysuru",Temple
FIR-002763,LOC-00856,"Near LOC-00856, Mysuru",School
FIR-002764,LOC-00810,"Near LOC-00810, Mysuru",Circle
FIR-002765,LOC-00854,"Near LOC-00854, Mysuru",Temple
FIR-002766,LOC-00864,"Near LOC-00864, Mysuru",Bus Stand
FIR-002767,LOC-00798,"Near LOC-00798, Mysuru",Temple
FIR-002768,LOC-00856,"Near LOC-00856, Mysuru",School
FIR-002769,LOC-00848,"Near LOC-00848, Mysuru",Market
FIR-002770,LOC-00836,"Near LOC-00836, Mysuru",Temple
FIR-002771,LOC-00811,"Near LOC-00811, Mysuru",Petrol Bunk
FIR-002772,LOC-00807,"Near LOC-00807, Mysuru",Temple
FIR-002773,LOC-00812,"Near LOC-00812, Mysuru",School
FIR-002774,LOC-00804,"Near LOC-00804, Mysuru",Petrol Bunk
FIR-002775,LOC-00871,"Near LOC-00871, Mysuru",Petrol Bunk
FIR-002776,LOC-00864,"Near LOC-00864, Mysuru",Temple
FIR-002777,LOC-00794,"Near LOC-00794, Mysuru",Market
FIR-002778,LOC-00801,"Near LOC-00801, Mysuru",Circle
FIR-002779,LOC-00801,"Near LOC-00801, Mysuru",School
FIR-002780,LOC-00869,"Near LOC-00869, Mysuru",Temple
FIR-002781,LOC-00860,"Near LOC-00860, Mysuru",Market
FIR-002782,LOC-00858,"Near LOC-00858, Mysuru",Temple
FIR-002783,LOC-00844,"Near LOC-00844, Mysuru",Market
FIR-002784,LOC-00870,"Near LOC-00870, Mysuru",Temple
FIR-002785,LOC-00816,"Near LOC-00816, Mysuru",School
FIR-002786,LOC-00863,"Near LOC-00863, Mysuru",School
FIR-002787,LOC-00842,"Near LOC-00842, Mysuru",School
FIR-002788,LOC-00808,"Near LOC-00808, Mysuru",Petrol Bunk
FIR-002789,LOC-00851,"Near LOC-00851, Mysuru",Petrol Bunk
FIR-002790,LOC-00820,"Near LOC-00820, Mysuru",Petrol Bunk
FIR-002791,LOC-00800,"Near LOC-00800, Mysuru",Circle
FIR-002792,LOC-00811,"Near LOC-00811, Mysuru",Circle
FIR-002793,LOC-00873,"Near LOC-00873, Mysuru",School
FIR-002794,LOC-00793,"Near LOC-00793, Mysuru",Circle
FIR-002795,LOC-00804,"Near LOC-00804, Mysuru",School
FIR-002796,LOC-00818,"Near LOC-00818, Mysuru",Market
FIR-002797,LOC-00825,"Near LOC-00825, Mysuru",Circle
FIR-002798,LOC-00867,"Near LOC-00867, Mysuru",Petrol Bunk
FIR-002799,LOC-00835,"Near LOC-00835, Mysuru",Temple
FIR-002800,LOC-00872,"Near LOC-00872, Mysuru",Bus Stand
FIR-002801,LOC-00875,"Near LOC-00875, Mysuru",School
FIR-002802,LOC-00857,"Near LOC-00857, Mysuru",Circle
FIR-002803,LOC-00870,"Near LOC-00870, Mysuru",School
FIR-002804,LOC-00804,"Near LOC-00804, Mysuru",Bus Stand
FIR-002805,LOC-00837,"Near LOC-00837, Mysuru",Market
FIR-002806,LOC-00826,"Near LOC-00826, Mysuru",Circle
FIR-002807,LOC-00800,"Near LOC-00800, Mysuru",Market
FIR-002808,LOC-00853,"Near LOC-00853, Mysuru",Circle
FIR-002809,LOC-00803,"Near LOC-00803, Mysuru",Circle
FIR-002810,LOC-00800,"Near LOC-00800, Mysuru",Market
FIR-002811,LOC-00801,"Near LOC-00801, Mysuru",Circle
FIR-002812,LOC-00797,"Near LOC-00797, Mysuru",School
FIR-002813,LOC-00819,"Near LOC-00819, Mysuru",Circle
FIR-002814,LOC-00817,"Near LOC-00817, Mysuru",Bus Stand
FIR-002815,LOC-00827,"Near LOC-00827, Mysuru",Bus Stand
FIR-002816,LOC-00847,"Near LOC-00847, Mysuru",Temple
FIR-002817,LOC-00852,"Near LOC-00852, Mysuru",Circle
FIR-002818,LOC-00804,"Near LOC-00804, Mysuru",Circle
FIR-002819,LOC-00869,"Near LOC-00869, Mysuru",Bus Stand
FIR-002820,LOC-00843,"Near LOC-00843, Mysuru",Petrol Bunk
FIR-002821,LOC-00857,"Near LOC-00857, Mysuru",Temple
FIR-002822,LOC-00811,"Near LOC-00811, Mysuru",Circle
FIR-002823,LOC-00873,"Near LOC-00873, Mysuru",Circle
FIR-002824,LOC-00855,"Near LOC-00855, Mysuru",Bus Stand
FIR-002825,LOC-00831,"Near LOC-00831, Mysuru",Circle
FIR-002826,LOC-00797,"Near LOC-00797, Mysuru",School
FIR-002827,LOC-00858,"Near LOC-00858, Mysuru",Circle
FIR-002828,LOC-00830,"Near LOC-00830, Mysuru",Bus Stand
FIR-002829,LOC-00847,"Near LOC-00847, Mysuru",Temple
FIR-002830,LOC-00796,"Near LOC-00796, Mysuru",Circle
FIR-002831,LOC-00866,"Near LOC-00866, Mysuru",Bus Stand
FIR-002832,LOC-00798,"Near LOC-00798, Mysuru",Petrol Bunk
FIR-002833,LOC-00837,"Near LOC-00837, Mysuru",Petrol Bunk
FIR-002834,LOC-00866,"Near LOC-00866, Mysuru",School
FIR-002835,LOC-00868,"Near LOC-00868, Mysuru",Circle
FIR-002836,LOC-00825,"Near LOC-00825, Mysuru",Circle
FIR-002837,LOC-00816,"Near LOC-00816, Mysuru",Circle
FIR-002838,LOC-00860,"Near LOC-00860, Mysuru",Circle
FIR-002839,LOC-00844,"Near LOC-00844, Mysuru",Market
FIR-002840,LOC-00810,"Near LOC-00810, Mysuru",Market
FIR-002841,LOC-00833,"Near LOC-00833, Mysuru",Market
FIR-002842,LOC-00822,"Near LOC-00822, Mysuru",Bus Stand
FIR-002843,LOC-00826,"Near LOC-00826, Mysuru",Circle
FIR-002844,LOC-00810,"Near LOC-00810, Mysuru",Temple
FIR-002845,LOC-00845,"Near LOC-00845, Mysuru",School
FIR-002846,LOC-00835,"Near LOC-00835, Mysuru",School
FIR-002847,LOC-00832,"Near LOC-00832, Mysuru",Market
FIR-002848,LOC-00860,"Near LOC-00860, Mysuru",Temple
FIR-002849,LOC-00863,"Near LOC-00863, Mysuru",Circle
FIR-002850,LOC-00857,"Near LOC-00857, Mysuru",Petrol Bunk
FIR-002851,LOC-00795,"Near LOC-00795, Mysuru",School
FIR-002852,LOC-00838,"Near LOC-00838, Mysuru",Bus Stand
FIR-002853,LOC-00869,"Near LOC-00869, Mysuru",Circle
FIR-002854,LOC-00821,"Near LOC-00821, Mysuru",Bus Stand
FIR-002855,LOC-00814,"Near LOC-00814, Mysuru",Temple
FIR-002856,LOC-00845,"Near LOC-00845, Mysuru",Circle
FIR-002857,LOC-00807,"Near LOC-00807, Mysuru",Circle
FIR-002858,LOC-00842,"Near LOC-00842, Mysuru",Petrol Bunk
FIR-002859,LOC-00824,"Near LOC-00824, Mysuru",Circle
FIR-002860,LOC-00801,"Near LOC-00801, Mysuru",Temple
FIR-002861,LOC-00846,"Near LOC-00846, Mysuru",Circle
FIR-002862,LOC-00815,"Near LOC-00815, Mysuru",Circle
FIR-002863,LOC-00864,"Near LOC-00864, Mysuru",Circle
FIR-002864,LOC-00847,"Near LOC-00847, Mysuru",Market
FIR-002865,LOC-00865,"Near LOC-00865, Mysuru",Market
FIR-002866,LOC-00805,"Near LOC-00805, Mysuru",Petrol Bunk
FIR-002867,LOC-00826,"Near LOC-00826, Mysuru",Temple
FIR-002868,LOC-00799,"Near LOC-00799, Mysuru",Bus Stand
FIR-002869,LOC-00838,"Near LOC-00838, Mysuru",School
FIR-002870,LOC-00834,"Near LOC-00834, Mysuru",Market
FIR-002871,LOC-00816,"Near LOC-00816, Mysuru",Circle
FIR-002872,LOC-00847,"Near LOC-00847, Mysuru",Petrol Bunk
FIR-002873,LOC-00805,"Near LOC-00805, Mysuru",Circle
FIR-002874,LOC-00796,"Near LOC-00796, Mysuru",Bus Stand
FIR-002875,LOC-00839,"Near LOC-00839, Mysuru",School
FIR-002876,LOC-00828,"Near LOC-00828, Mysuru",Market
FIR-002877,LOC-00860,"Near LOC-00860, Mysuru",Petrol Bunk
FIR-002878,LOC-00832,"Near LOC-00832, Mysuru",Circle
FIR-002879,LOC-00805,"Near LOC-00805, Mysuru",Petrol Bunk
FIR-002880,LOC-00844,"Near LOC-00844, Mysuru",Bus Stand
FIR-002881,LOC-00843,"Near LOC-00843, Mysuru",Temple
FIR-002882,LOC-00826,"Near LOC-00826, Mysuru",Circle
FIR-002883,LOC-00839,"Near LOC-00839, Mysuru",Circle
FIR-002884,LOC-00826,"Near LOC-00826, Mysuru",Circle
FIR-002885,LOC-00797,"Near LOC-00797, Mysuru",School
FIR-002886,LOC-00844,"Near LOC-00844, Mysuru",School
FIR-002887,LOC-00833,"Near LOC-00833, Mysuru",Bus Stand
FIR-002888,LOC-00840,"Near LOC-00840, Mysuru",Circle
FIR-002889,LOC-00821,"Near LOC-00821, Mysuru",Market
FIR-002890,LOC-00803,"Near LOC-00803, Mysuru",Bus Stand
FIR-002891,LOC-00820,"Near LOC-00820, Mysuru",Petrol Bunk
FIR-002892,LOC-00819,"Near LOC-00819, Mysuru",Petrol Bunk
FIR-002893,LOC-00850,"Near LOC-00850, Mysuru",Bus Stand
FIR-002894,LOC-00858,"Near LOC-00858, Mysuru",Temple
FIR-002895,LOC-00810,"Near LOC-00810, Mysuru",Bus Stand
FIR-002896,LOC-00809,"Near LOC-00809, Mysuru",Circle
FIR-002897,LOC-00840,"Near LOC-00840, Mysuru",Petrol Bunk
FIR-002898,LOC-00797,"Near LOC-00797, Mysuru",Market
FIR-002899,LOC-00806,"Near LOC-00806, Mysuru",Temple
FIR-002900,LOC-00836,"Near LOC-00836, Mysuru",Market
FIR-002901,LOC-00831,"Near LOC-00831, Mysuru",Temple
FIR-002902,LOC-00870,"Near LOC-00870, Mysuru",Petrol Bunk
FIR-002903,LOC-00850,"Near LOC-00850, Mysuru",Market
FIR-002904,LOC-00829,"Near LOC-00829, Mysuru",School
FIR-002905,LOC-00830,"Near LOC-00830, Mysuru",Market
FIR-002906,LOC-00860,"Near LOC-00860, Mysuru",Temple
FIR-002907,LOC-00834,"Near LOC-00834, Mysuru",School
FIR-002908,LOC-00801,"Near LOC-00801, Mysuru",Petrol Bunk
FIR-002909,LOC-00861,"Near LOC-00861, Mysuru",Bus Stand
FIR-002910,LOC-00805,"Near LOC-00805, Mysuru",Circle
FIR-002911,LOC-00846,"Near LOC-00846, Mysuru",Petrol Bunk
FIR-002912,LOC-00856,"Near LOC-00856, Mysuru",School
FIR-002913,LOC-00869,"Near LOC-00869, Mysuru",School
FIR-002914,LOC-00849,"Near LOC-00849, Mysuru",Petrol Bunk
FIR-002915,LOC-00811,"Near LOC-00811, Mysuru",Circle
FIR-002916,LOC-00862,"Near LOC-00862, Mysuru",Market
FIR-002917,LOC-00801,"Near LOC-00801, Mysuru",Temple
FIR-002918,LOC-00826,"Near LOC-00826, Mysuru",School
FIR-002919,LOC-00829,"Near LOC-00829, Mysuru",Market
FIR-002920,LOC-00795,"Near LOC-00795, Mysuru",Temple
FIR-002921,LOC-00811,"Near LOC-00811, Mysuru",Circle
FIR-002922,LOC-00828,"Near LOC-00828, Mysuru",Temple
FIR-002923,LOC-00870,"Near LOC-00870, Mysuru",Bus Stand
FIR-002924,LOC-00841,"Near LOC-00841, Mysuru",Circle
FIR-002925,LOC-00814,"Near LOC-00814, Mysuru",School
FIR-002926,LOC-00807,"Near LOC-00807, Mysuru",School
FIR-002927,LOC-00865,"Near LOC-00865, Mysuru",School
FIR-002928,LOC-00806,"Near LOC-00806, Mysuru",Market
FIR-002929,LOC-00804,"Near LOC-00804, Mysuru",Bus Stand
FIR-002930,LOC-00822,"Near LOC-00822, Mysuru",Petrol Bunk
FIR-002931,LOC-00818,"Near LOC-00818, Mysuru",School
FIR-002932,LOC-00808,"Near LOC-00808, Mysuru",Circle
FIR-002933,LOC-00868,"Near LOC-00868, Mysuru",Temple
FIR-002934,LOC-00860,"Near LOC-00860, Mysuru",Market
FIR-002935,LOC-00860,"Near LOC-00860, Mysuru",Bus Stand
FIR-002936,LOC-00804,"Near LOC-00804, Mysuru",Petrol Bunk
FIR-002937,LOC-00802,"Near LOC-00802, Mysuru",School
FIR-002938,LOC-00815,"Near LOC-00815, Mysuru",Temple
FIR-002939,LOC-00874,"Near LOC-00874, Mysuru",School
FIR-002940,LOC-00814,"Near LOC-00814, Mysuru",Temple
FIR-002941,LOC-00794,"Near LOC-00794, Mysuru",Market
FIR-002942,LOC-00870,"Near LOC-00870, Mysuru",Petrol Bunk
FIR-002943,LOC-00803,"Near LOC-00803, Mysuru",Circle
FIR-002944,LOC-00854,"Near LOC-00854, Mysuru",Market
FIR-002945,LOC-00853,"Near LOC-00853, Mysuru",Market
FIR-002946,LOC-00869,"Near LOC-00869, Mysuru",School
FIR-002947,LOC-00799,"Near LOC-00799, Mysuru",Petrol Bunk
FIR-002948,LOC-00862,"Near LOC-00862, Mysuru",Market
FIR-002949,LOC-00831,"Near LOC-00831, Mysuru",Circle
FIR-002950,LOC-00852,"Near LOC-00852, Mysuru",Temple
FIR-002951,LOC-00872,"Near LOC-00872, Mysuru",Petrol Bunk
FIR-002952,LOC-00855,"Near LOC-00855, Mysuru",School
FIR-002953,LOC-00849,"Near LOC-00849, Mysuru",Bus Stand
FIR-002954,LOC-00813,"Near LOC-00813, Mysuru",Petrol Bunk
FIR-002955,LOC-00825,"Near LOC-00825, Mysuru",Circle
FIR-002956,LOC-00879,"Near LOC-00879, Raichur",Circle
FIR-002957,LOC-00899,"Near LOC-00899, Raichur",Market
FIR-002958,LOC-00881,"Near LOC-00881, Raichur",Petrol Bunk
FIR-002959,LOC-00876,"Near LOC-00876, Raichur",Temple
FIR-002960,LOC-00894,"Near LOC-00894, Raichur",Bus Stand
FIR-002961,LOC-00886,"Near LOC-00886, Raichur",School
FIR-002962,LOC-00878,"Near LOC-00878, Raichur",Circle
FIR-002963,LOC-00886,"Near LOC-00886, Raichur",Market
FIR-002964,LOC-00882,"Near LOC-00882, Raichur",Petrol Bunk
FIR-002965,LOC-00897,"Near LOC-00897, Raichur",Circle
FIR-002966,LOC-00891,"Near LOC-00891, Raichur",Petrol Bunk
FIR-002967,LOC-00899,"Near LOC-00899, Raichur",Bus Stand
FIR-002968,LOC-00887,"Near LOC-00887, Raichur",Petrol Bunk
FIR-002969,LOC-00885,"Near LOC-00885, Raichur",Temple
FIR-002970,LOC-00886,"Near LOC-00886, Raichur",Temple
FIR-002971,LOC-00877,"Near LOC-00877, Raichur",Temple
FIR-002972,LOC-00890,"Near LOC-00890, Raichur",Petrol Bunk
FIR-002973,LOC-00890,"Near LOC-00890, Raichur",Market
FIR-002974,LOC-00891,"Near LOC-00891, Raichur",School
FIR-002975,LOC-00885,"Near LOC-00885, Raichur",Market
FIR-002976,LOC-00883,"Near LOC-00883, Raichur",School
FIR-002977,LOC-00893,"Near LOC-00893, Raichur",School
FIR-002978,LOC-00901,"Near LOC-00901, Raichur",Market
FIR-002979,LOC-00902,"Near LOC-00902, Raichur",Market
FIR-002980,LOC-00897,"Near LOC-00897, Raichur",Bus Stand
FIR-002981,LOC-00881,"Near LOC-00881, Raichur",Market
FIR-002982,LOC-00901,"Near LOC-00901, Raichur",Temple
FIR-002983,LOC-00878,"Near LOC-00878, Raichur",Petrol Bunk
FIR-002984,LOC-00877,"Near LOC-00877, Raichur",Bus Stand
FIR-002985,LOC-00902,"Near LOC-00902, Raichur",Market
FIR-002986,LOC-00879,"Near LOC-00879, Raichur",Circle
FIR-002987,LOC-00902,"Near LOC-00902, Raichur",Petrol Bunk
FIR-002988,LOC-00891,"Near LOC-00891, Raichur",School
FIR-002989,LOC-00880,"Near LOC-00880, Raichur",School
FIR-002990,LOC-00903,"Near LOC-00903, Raichur",School
FIR-002991,LOC-00885,"Near LOC-00885, Raichur",Market
FIR-002992,LOC-00896,"Near LOC-00896, Raichur",Temple
FIR-002993,LOC-00882,"Near LOC-00882, Raichur",Bus Stand
FIR-002994,LOC-00894,"Near LOC-00894, Raichur",Temple
FIR-002995,LOC-00892,"Near LOC-00892, Raichur",Bus Stand
FIR-002996,LOC-00891,"Near LOC-00891, Raichur",Petrol Bunk
FIR-002997,LOC-00883,"Near LOC-00883, Raichur",School
FIR-002998,LOC-00885,"Near LOC-00885, Raichur",Circle
FIR-002999,LOC-00890,"Near LOC-00890, Raichur",Temple
FIR-003000,LOC-00886,"Near LOC-00886, Raichur",Temple
FIR-003001,LOC-00891,"Near LOC-00891, Raichur",School
FIR-003002,LOC-00877,"Near LOC-00877, Raichur",School
FIR-003003,LOC-00888,"Near LOC-00888, Raichur",Temple
FIR-003004,LOC-00901,"Near LOC-00901, Raichur",Circle
FIR-003005,LOC-00901,"Near LOC-00901, Raichur",Market
FIR-003006,LOC-00886,"Near LOC-00886, Raichur",Market
FIR-003007,LOC-00899,"Near LOC-00899, Raichur",Temple
FIR-003008,LOC-00900,"Near LOC-00900, Raichur",School
FIR-003009,LOC-00897,"Near LOC-00897, Raichur",Petrol Bunk
FIR-003010,LOC-00889,"Near LOC-00889, Raichur",School
FIR-003011,LOC-00897,"Near LOC-00897, Raichur",Petrol Bunk
FIR-003012,LOC-00893,"Near LOC-00893, Raichur",Temple
FIR-003013,LOC-00891,"Near LOC-00891, Raichur",Bus Stand
FIR-003014,LOC-00888,"Near LOC-00888, Raichur",School
FIR-003015,LOC-00900,"Near LOC-00900, Raichur",Petrol Bunk
FIR-003016,LOC-00897,"Near LOC-00897, Raichur",Market
FIR-003017,LOC-00897,"Near LOC-00897, Raichur",Bus Stand
FIR-003018,LOC-00877,"Near LOC-00877, Raichur",School
FIR-003019,LOC-00885,"Near LOC-00885, Raichur",Temple
FIR-003020,LOC-00896,"Near LOC-00896, Raichur",Bus Stand
FIR-003021,LOC-00880,"Near LOC-00880, Raichur",School
FIR-003022,LOC-00885,"Near LOC-00885, Raichur",Bus Stand
FIR-003023,LOC-00895,"Near LOC-00895, Raichur",Market
FIR-003024,LOC-00898,"Near LOC-00898, Raichur",Temple
FIR-003025,LOC-00884,"Near LOC-00884, Raichur",Circle
FIR-003026,LOC-00884,"Near LOC-00884, Raichur",Circle
FIR-003027,LOC-00887,"Near LOC-00887, Raichur",Market
FIR-003028,LOC-00895,"Near LOC-00895, Raichur",Circle
FIR-003029,LOC-00891,"Near LOC-00891, Raichur",Petrol Bunk
FIR-003030,LOC-00892,"Near LOC-00892, Raichur",Temple
FIR-003031,LOC-00889,"Near LOC-00889, Raichur",Temple
FIR-003032,LOC-00897,"Near LOC-00897, Raichur",Temple
FIR-003033,LOC-00885,"Near LOC-00885, Raichur",Circle
FIR-003034,LOC-00885,"Near LOC-00885, Raichur",School
FIR-003035,LOC-00901,"Near LOC-00901, Raichur",Bus Stand
FIR-003036,LOC-00898,"Near LOC-00898, Raichur",Circle
FIR-003037,LOC-00901,"Near LOC-00901, Raichur",Circle
FIR-003038,LOC-00876,"Near LOC-00876, Raichur",Temple
FIR-003039,LOC-00903,"Near LOC-00903, Raichur",Bus Stand
FIR-003040,LOC-00877,"Near LOC-00877, Raichur",Circle
FIR-003041,LOC-00904,"Near LOC-00904, Ramanagara",Bus Stand
FIR-003042,LOC-00928,"Near LOC-00928, Ramanagara",Temple
FIR-003043,LOC-00907,"Near LOC-00907, Ramanagara",School
FIR-003044,LOC-00914,"Near LOC-00914, Ramanagara",Temple
FIR-003045,LOC-00906,"Near LOC-00906, Ramanagara",Circle
FIR-003046,LOC-00906,"Near LOC-00906, Ramanagara",Temple
FIR-003047,LOC-00928,"Near LOC-00928, Ramanagara",Circle
FIR-003048,LOC-00911,"Near LOC-00911, Ramanagara",Petrol Bunk
FIR-003049,LOC-00913,"Near LOC-00913, Ramanagara",Bus Stand
FIR-003050,LOC-00911,"Near LOC-00911, Ramanagara",School
FIR-003051,LOC-00928,"Near LOC-00928, Ramanagara",School
FIR-003052,LOC-00918,"Near LOC-00918, Ramanagara",School
FIR-003053,LOC-00908,"Near LOC-00908, Ramanagara",Temple
FIR-003054,LOC-00910,"Near LOC-00910, Ramanagara",Petrol Bunk
FIR-003055,LOC-00919,"Near LOC-00919, Ramanagara",School
FIR-003056,LOC-00916,"Near LOC-00916, Ramanagara",Petrol Bunk
FIR-003057,LOC-00924,"Near LOC-00924, Ramanagara",Temple
FIR-003058,LOC-00928,"Near LOC-00928, Ramanagara",Bus Stand
FIR-003059,LOC-00911,"Near LOC-00911, Ramanagara",Market
FIR-003060,LOC-00917,"Near LOC-00917, Ramanagara",Petrol Bunk
FIR-003061,LOC-00904,"Near LOC-00904, Ramanagara",Circle
FIR-003062,LOC-00931,"Near LOC-00931, Ramanagara",Market
FIR-003063,LOC-00919,"Near LOC-00919, Ramanagara",Bus Stand
FIR-003064,LOC-00920,"Near LOC-00920, Ramanagara",Market
FIR-003065,LOC-00926,"Near LOC-00926, Ramanagara",School
FIR-003066,LOC-00906,"Near LOC-00906, Ramanagara",School
FIR-003067,LOC-00927,"Near LOC-00927, Ramanagara",Bus Stand
FIR-003068,LOC-00927,"Near LOC-00927, Ramanagara",School
FIR-003069,LOC-00910,"Near LOC-00910, Ramanagara",Petrol Bunk
FIR-003070,LOC-00926,"Near LOC-00926, Ramanagara",Market
FIR-003071,LOC-00916,"Near LOC-00916, Ramanagara",Market
FIR-003072,LOC-00927,"Near LOC-00927, Ramanagara",Temple
FIR-003073,LOC-00916,"Near LOC-00916, Ramanagara",Petrol Bunk
FIR-003074,LOC-00921,"Near LOC-00921, Ramanagara",Temple
FIR-003075,LOC-00923,"Near LOC-00923, Ramanagara",Petrol Bunk
FIR-003076,LOC-00923,"Near LOC-00923, Ramanagara",Market
FIR-003077,LOC-00927,"Near LOC-00927, Ramanagara",Circle
FIR-003078,LOC-00924,"Near LOC-00924, Ramanagara",Market
FIR-003079,LOC-00911,"Near LOC-00911, Ramanagara",Temple
FIR-003080,LOC-00919,"Near LOC-00919, Ramanagara",Temple
FIR-003081,LOC-00920,"Near LOC-00920, Ramanagara",Market
FIR-003082,LOC-00910,"Near LOC-00910, Ramanagara",Temple
FIR-003083,LOC-00909,"Near LOC-00909, Ramanagara",Petrol Bunk
FIR-003084,LOC-00927,"Near LOC-00927, Ramanagara",Petrol Bunk
FIR-003085,LOC-00907,"Near LOC-00907, Ramanagara",Bus Stand
FIR-003086,LOC-00914,"Near LOC-00914, Ramanagara",School
FIR-003087,LOC-00921,"Near LOC-00921, Ramanagara",Bus Stand
FIR-003088,LOC-00929,"Near LOC-00929, Ramanagara",Circle
FIR-003089,LOC-00927,"Near LOC-00927, Ramanagara",Market
FIR-003090,LOC-00926,"Near LOC-00926, Ramanagara",Temple
FIR-003091,LOC-00916,"Near LOC-00916, Ramanagara",Market
FIR-003092,LOC-00905,"Near LOC-00905, Ramanagara",Temple
FIR-003093,LOC-00928,"Near LOC-00928, Ramanagara",Bus Stand
FIR-003094,LOC-00927,"Near LOC-00927, Ramanagara",School
FIR-003095,LOC-00912,"Near LOC-00912, Ramanagara",School
FIR-003096,LOC-00913,"Near LOC-00913, Ramanagara",Circle
FIR-003097,LOC-00908,"Near LOC-00908, Ramanagara",Temple
FIR-003098,LOC-00920,"Near LOC-00920, Ramanagara",Temple
FIR-003099,LOC-00923,"Near LOC-00923, Ramanagara",School
FIR-003100,LOC-00925,"Near LOC-00925, Ramanagara",Bus Stand
FIR-003101,LOC-00931,"Near LOC-00931, Ramanagara",Temple
FIR-003102,LOC-00914,"Near LOC-00914, Ramanagara",Bus Stand
FIR-003103,LOC-00916,"Near LOC-00916, Ramanagara",Bus Stand
FIR-003104,LOC-00922,"Near LOC-00922, Ramanagara",Circle
FIR-003105,LOC-00925,"Near LOC-00925, Ramanagara",Petrol Bunk
FIR-003106,LOC-00916,"Near LOC-00916, Ramanagara",Circle
FIR-003107,LOC-00919,"Near LOC-00919, Ramanagara",Bus Stand
FIR-003108,LOC-00916,"Near LOC-00916, Ramanagara",Bus Stand
FIR-003109,LOC-00926,"Near LOC-00926, Ramanagara",Circle
FIR-003110,LOC-00913,"Near LOC-00913, Ramanagara",Bus Stand
FIR-003111,LOC-00915,"Near LOC-00915, Ramanagara",Temple
FIR-003112,LOC-00917,"Near LOC-00917, Ramanagara",Circle
FIR-003113,LOC-00921,"Near LOC-00921, Ramanagara",School
FIR-003114,LOC-00930,"Near LOC-00930, Ramanagara",Market
FIR-003115,LOC-00922,"Near LOC-00922, Ramanagara",Petrol Bunk
FIR-003116,LOC-00929,"Near LOC-00929, Ramanagara",Circle
FIR-003117,LOC-00912,"Near LOC-00912, Ramanagara",Circle
FIR-003118,LOC-00926,"Near LOC-00926, Ramanagara",Circle
FIR-003119,LOC-00918,"Near LOC-00918, Ramanagara",Bus Stand
FIR-003120,LOC-00905,"Near LOC-00905, Ramanagara",Circle
FIR-003121,LOC-00909,"Near LOC-00909, Ramanagara",Market
FIR-003122,LOC-00930,"Near LOC-00930, Ramanagara",Petrol Bunk
FIR-003123,LOC-00926,"Near LOC-00926, Ramanagara",Petrol Bunk
FIR-003124,LOC-00928,"Near LOC-00928, Ramanagara",Circle
FIR-003125,LOC-00915,"Near LOC-00915, Ramanagara",Market
FIR-003126,LOC-00947,"Near LOC-00947, Shivamogga",Temple
FIR-003127,LOC-00954,"Near LOC-00954, Shivamogga",Petrol Bunk
FIR-003128,LOC-00957,"Near LOC-00957, Shivamogga",Temple
FIR-003129,LOC-00938,"Near LOC-00938, Shivamogga",Temple
FIR-003130,LOC-00935,"Near LOC-00935, Shivamogga",Petrol Bunk
FIR-003131,LOC-00947,"Near LOC-00947, Shivamogga",Circle
FIR-003132,LOC-00956,"Near LOC-00956, Shivamogga",Bus Stand
FIR-003133,LOC-00955,"Near LOC-00955, Shivamogga",Circle
FIR-003134,LOC-00956,"Near LOC-00956, Shivamogga",Bus Stand
FIR-003135,LOC-00932,"Near LOC-00932, Shivamogga",Market
FIR-003136,LOC-00943,"Near LOC-00943, Shivamogga",School
FIR-003137,LOC-00953,"Near LOC-00953, Shivamogga",School
FIR-003138,LOC-00950,"Near LOC-00950, Shivamogga",Bus Stand
FIR-003139,LOC-00956,"Near LOC-00956, Shivamogga",Market
