accused_id_1,accused_id_2,shared_fir_count,first_shared_fir_id,relationship_type
ACC-01885,ACC-02125,1,FIR-003453,co-accused
ACC-01885,ACC-03301,1,FIR-003453,co-accused
ACC-02125,ACC-03301,1,FIR-003453,co-accused
ACC-01121,ACC-03739,1,FIR-003461,co-accused
ACC-02785,ACC-03393,1,FIR-003464,co-accused
ACC-01192,ACC-02665,1,FIR-003465,co-accused
ACC-01942,ACC-03813,1,FIR-003466,co-accused
ACC-00157,ACC-00464,1,FIR-003471,co-accused
ACC-00157,ACC-04373,1,FIR-003471,co-accused
ACC-00464,ACC-04373,1,FIR-003471,co-accused
ACC-00099,ACC-00261,1,FIR-003476,co-accused
ACC-00099,ACC-03934,1,FIR-003476,co-accused
ACC-00261,ACC-03934,1,FIR-003476,co-accused
ACC-01224,ACC-04222,1,FIR-003477,co-accused
ACC-00464,ACC-01191,1,FIR-003483,co-accused
ACC-00464,ACC-01653,1,FIR-003483,co-accused
ACC-01191,ACC-01653,1,FIR-003483,co-accused
ACC-01308,ACC-01422,1,FIR-003484,co-accused
ACC-01308,ACC-04357,1,FIR-003484,co-accused
ACC-01422,ACC-04357,1,FIR-003484,co-accused
ACC-02176,ACC-02980,1,FIR-003487,co-accused
ACC-00458,ACC-02739,1,FIR-003490,co-accused
ACC-00327,ACC-03146,1,FIR-003491,co-accused
ACC-00514,ACC-04222,1,FIR-003496,co-accused
ACC-00320,ACC-02335,1,FIR-003499,co-accused
ACC-00102,ACC-01254,1,FIR-003502,co-accused
ACC-00436,ACC-01925,1,FIR-003503,co-accused
ACC-00636,ACC-03975,1,FIR-003508,co-accused
ACC-01191,ACC-04335,1,FIR-003511,co-accused
ACC-03470,ACC-04138,1,FIR-003512,co-accused
ACC-03470,ACC-04357,1,FIR-003512,co-accused
ACC-04138,ACC-04357,1,FIR-003512,co-accused
ACC-00004,ACC-01725,1,FIR-003513,co-accused
ACC-00004,ACC-02316,1,FIR-003513,co-accused
ACC-01725,ACC-02316,1,FIR-003513,co-accused
ACC-02204,ACC-04138,1,FIR-003518,co-accused
ACC-02367,ACC-04025,1,FIR-003519,co-accused
ACC-02316,ACC-02858,1,FIR-003526,co-accused
ACC-01606,ACC-02980,1,FIR-003528,co-accused
ACC-01950,ACC-02489,1,FIR-003529,co-accused
ACC-02905,ACC-03065,1,FIR-003530,co-accused
ACC-02239,ACC-02993,1,FIR-003531,co-accused
ACC-01733,ACC-03322,1,FIR-003532,co-accused
ACC-01942,ACC-02816,1,FIR-003534,co-accused
ACC-00589,ACC-04205,1,FIR-003536,co-accused
ACC-00436,ACC-01067,1,FIR-003539,co-accused
ACC-00577,ACC-01060,1,FIR-003550,co-accused
ACC-00577,ACC-02766,1,FIR-003550,co-accused
ACC-01060,ACC-02766,1,FIR-003550,co-accused
ACC-00308,ACC-00373,1,FIR-003554,co-accused
ACC-01139,ACC-01207,1,FIR-003557,co-accused
ACC-02288,ACC-03273,1,FIR-003559,co-accused
ACC-00416,ACC-03932,1,FIR-003569,co-accused
ACC-00935,ACC-02179,1,FIR-003571,co-accused
ACC-00935,ACC-02522,1,FIR-003571,co-accused
ACC-02179,ACC-02522,1,FIR-003571,co-accused
ACC-02266,ACC-04098,1,FIR-003572,co-accused
ACC-02990,ACC-04268,1,FIR-003578,co-accused
ACC-03547,ACC-03638,1,FIR-003579,co-accused
ACC-00251,ACC-00860,1,FIR-003585,co-accused
ACC-00251,ACC-03114,1,FIR-003585,co-accused
ACC-00860,ACC-03114,1,FIR-003585,co-accused
ACC-01996,ACC-03288,1,FIR-003589,co-accused
ACC-00363,ACC-01658,1,FIR-003590,co-accused
ACC-00159,ACC-00971,1,FIR-003592,co-accused
ACC-00159,ACC-03524,1,FIR-003592,co-accused
ACC-00971,ACC-03524,1,FIR-003592,co-accused
ACC-00892,ACC-01207,1,FIR-003596,co-accused
ACC-00892,ACC-04235,1,FIR-003596,co-accused
ACC-01207,ACC-04235,1,FIR-003596,co-accused
ACC-00701,ACC-02087,1,FIR-003597,co-accused
ACC-00701,ACC-00856,1,FIR-003601,co-accused
ACC-00058,ACC-00373,1,FIR-003602,co-accused
ACC-00074,ACC-01358,1,FIR-003603,co-accused
ACC-00860,ACC-02710,1,FIR-003604,co-accused
ACC-03131,ACC-04268,1,FIR-003605,co-accused
ACC-02862,ACC-03112,1,FIR-003609,co-accused
ACC-01411,ACC-01982,1,FIR-003611,co-accused
ACC-01411,ACC-02652,1,FIR-003611,co-accused
ACC-01982,ACC-02652,1,FIR-003611,co-accused
ACC-00416,ACC-01151,1,FIR-003614,co-accused
ACC-00416,ACC-03289,1,FIR-003614,co-accused
ACC-01151,ACC-03289,1,FIR-003614,co-accused
ACC-01982,ACC-03203,1,FIR-003615,co-accused
ACC-01819,ACC-03741,1,FIR-003619,co-accused
ACC-00739,ACC-00800,1,FIR-003622,co-accused
ACC-01310,ACC-03799,1,FIR-003623,co-accused
ACC-01803,ACC-03698,1,FIR-003627,co-accused
ACC-02857,ACC-03799,1,FIR-003631,co-accused
ACC-02857,ACC-03865,1,FIR-003631,co-accused
ACC-03799,ACC-03865,1,FIR-003631,co-accused
ACC-01270,ACC-03741,1,FIR-003632,co-accused
ACC-02621,ACC-03877,1,FIR-003633,co-accused
ACC-01265,ACC-01337,1,FIR-003635,co-accused
ACC-03583,ACC-03611,1,FIR-003636,co-accused
ACC-03583,ACC-04058,1,FIR-003636,co-accused
ACC-03611,ACC-04058,1,FIR-003636,co-accused
ACC-01186,ACC-02658,1,FIR-003639,co-accused
ACC-02695,ACC-03993,1,FIR-003640,co-accused
ACC-02016,ACC-02691,1,FIR-003641,co-accused
ACC-01294,ACC-03226,1,FIR-003645,co-accused
ACC-00043,ACC-03145,1,FIR-003647,co-accused
ACC-00043,ACC-03714,1,FIR-003647,co-accused
ACC-03145,ACC-03714,1,FIR-003647,co-accused
ACC-00159,ACC-03669,1,FIR-003648,co-accused
ACC-02044,ACC-04261,1,FIR-003649,co-accused
ACC-02457,ACC-02658,1,FIR-003653,co-accused
ACC-02457,ACC-04153,1,FIR-003653,co-accused
ACC-02658,ACC-04153,1,FIR-003653,co-accused
ACC-01020,ACC-01934,1,FIR-003657,co-accused
ACC-01020,ACC-02133,1,FIR-003657,co-accused
ACC-01934,ACC-02133,1,FIR-003657,co-accused
ACC-02044,ACC-02168,1,FIR-003659,co-accused
ACC-02044,ACC-03751,1,FIR-003659,co-accused
ACC-02168,ACC-03751,1,FIR-003659,co-accused
ACC-03990,ACC-04343,1,FIR-003663,co-accused
ACC-00750,ACC-04153,1,FIR-003666,co-accused
ACC-01013,ACC-01934,1,FIR-003672,co-accused
ACC-00217,ACC-01669,1,FIR-003675,co-accused
ACC-00420,ACC-02977,1,FIR-003676,co-accused
ACC-00516,ACC-00855,1,FIR-003679,co-accused
ACC-00516,ACC-02759,1,FIR-003679,co-accused
ACC-00855,ACC-02759,1,FIR-003679,co-accused
ACC-00098,ACC-03070,1,FIR-003682,co-accused
ACC-00006,ACC-03171,1,FIR-003686,co-accused
ACC-00415,ACC-03278,1,FIR-003688,co-accused
ACC-00415,ACC-03566,1,FIR-003688,co-accused
ACC-03278,ACC-03566,1,FIR-003688,co-accused
ACC-00420,ACC-00558,1,FIR-003694,co-accused
ACC-00420,ACC-01426,1,FIR-003694,co-accused
ACC-00558,ACC-01426,1,FIR-003694,co-accused
ACC-00997,ACC-04136,1,FIR-003698,co-accused
ACC-01281,ACC-01728,1,FIR-003702,co-accused
ACC-00389,ACC-00392,1,FIR-003715,co-accused
ACC-01983,ACC-04116,1,FIR-003716,co-accused
ACC-01899,ACC-02007,1,FIR-003720,co-accused
