accused_id,fir_id,role_in_case,date_added,warrant_status
ACC-01772,FIR-002968,suspect,2021-10-19,ISSUED
ACC-01329,FIR-002969,primary,2021-11-30,NONE
ACC-02576,FIR-002969,suspect,2021-11-30,NONE
ACC-02994,FIR-002969,secondary,2021-11-30,NONE
ACC-01491,FIR-002970,primary,2021-11-02,NONE
ACC-01462,FIR-002970,secondary,2021-11-02,NONE
ACC-01654,FIR-002970,secondary,2021-11-02,ISSUED
ACC-00411,FIR-002971,primary,2021-12-03,NONE
ACC-01359,FIR-002971,secondary,2021-12-03,EXECUTED
ACC-04446,FIR-002972,primary,2021-12-09,ISSUED
ACC-02730,FIR-002973,primary,2022-01-19,NONE
ACC-00901,FIR-002973,suspect,2022-01-19,NONE
ACC-00922,FIR-002974,primary,2022-02-18,NONE
ACC-01283,FIR-002975,primary,2022-03-12,ISSUED
ACC-01363,FIR-002976,primary,2022-04-06,NONE
ACC-03763,FIR-002976,suspect,2022-04-06,ISSUED
ACC-01113,FIR-002977,primary,2022-05-08,NONE
ACC-00647,FIR-002977,secondary,2022-05-08,NONE
ACC-02020,FIR-002978,primary,2022-06-28,NONE
ACC-00828,FIR-002978,secondary,2022-06-28,NONE
ACC-01416,FIR-002979,primary,2022-07-02,NONE
ACC-00223,FIR-002980,primary,2022-08-26,NONE
ACC-03585,FIR-002981,primary,2022-08-12,NONE
ACC-00569,FIR-002982,primary,2022-09-09,EXECUTED
ACC-04370,FIR-002983,primary,2022-09-14,NONE
ACC-01260,FIR-002984,primary,2022-10-15,NONE
ACC-03400,FIR-002985,primary,2022-10-13,NONE
ACC-01825,FIR-002986,primary,2022-11-04,PENDING
ACC-01529,FIR-002987,primary,2022-11-06,NONE
ACC-01055,FIR-002987,secondary,2022-11-06,NONE
ACC-00193,FIR-002987,suspect,2022-11-06,NONE
ACC-02669,FIR-002988,primary,2022-12-27,ISSUED
ACC-04458,FIR-002989,primary,2022-12-03,NONE
ACC-03946,FIR-002990,primary,2023-01-01,PENDING
ACC-03056,FIR-002991,primary,2023-02-28,ISSUED
ACC-00150,FIR-002992,primary,2023-03-03,ISSUED
ACC-02192,FIR-002992,suspect,2023-03-03,NONE
ACC-00843,FIR-002993,primary,2023-04-27,ISSUED
ACC-04178,FIR-002994,primary,2023-05-02,NONE
ACC-01618,FIR-002994,suspect,2023-05-02,NONE
ACC-03178,FIR-002995,primary,2023-06-06,NONE
ACC-02527,FIR-002995,suspect,2023-06-06,NONE
ACC-01931,FIR-002996,primary,2023-07-23,NONE
ACC-03542,FIR-002997,primary,2023-08-14,PENDING
ACC-02071,FIR-002998,primary,2023-08-08,PENDING
ACC-04156,FIR-002998,secondary,2023-08-08,ISSUED
ACC-02154,FIR-002999,primary,2023-09-09,EXECUTED
ACC-01173,FIR-003000,primary,2023-09-06,NONE
ACC-00324,FIR-003001,primary,2023-10-29,PENDING
ACC-02744,FIR-003002,primary,2023-10-19,EXECUTED
ACC-01334,FIR-003002,secondary,2023-10-19,ISSUED
ACC-00023,FIR-003003,primary,2023-11-24,NONE
ACC-00794,FIR-003003,secondary,2023-11-24,ISSUED
ACC-01510,FIR-003004,primary,2023-11-03,NONE
ACC-02033,FIR-003005,primary,2023-12-11,NONE
ACC-03022,FIR-003005,suspect,2023-12-11,ISSUED
ACC-04080,FIR-003006,primary,2023-12-01,ISSUED
ACC-01285,FIR-003007,primary,2024-01-24,NONE
ACC-02831,FIR-003008,primary,2024-02-17,NONE
ACC-03647,FIR-003009,primary,2024-03-11,ISSUED
ACC-02791,FIR-003009,secondary,2024-03-11,ISSUED
ACC-02354,FIR-003010,primary,2024-04-09,NONE
ACC-00499,FIR-003011,primary,2024-05-07,PENDING
ACC-01098,FIR-003012,primary,2024-06-04,ISSUED
ACC-03734,FIR-003013,primary,2024-07-30,NONE
ACC-00847,FIR-003014,primary,2024-08-11,NONE
ACC-02363,FIR-003015,primary,2024-08-17,NONE
ACC-00893,FIR-003016,primary,2024-09-24,ISSUED
ACC-00743,FIR-003016,suspect,2024-09-24,ISSUED
ACC-00334,FIR-003017,primary,2024-09-22,NONE
ACC-02047,FIR-003018,primary,2024-10-02,NONE
ACC-03022,FIR-003018,suspect,2024-10-02,NONE
ACC-00496,FIR-003019,primary,2024-10-25,NONE
ACC-01022,FIR-003019,secondary,2024-10-25,ISSUED
ACC-03837,FIR-003019,suspect,2024-10-25,NONE
ACC-00629,FIR-003020,primary,2024-11-29,NONE
ACC-02524,FIR-003020,suspect,2024-11-29,NONE
ACC-02557,FIR-003021,primary,2024-11-26,NONE
ACC-03379,FIR-003022,primary,2024-12-03,NONE
ACC-00195,FIR-003022,secondary,2024-12-03,NONE
ACC-03558,FIR-003023,primary,2024-12-16,ISSUED
ACC-01456,FIR-003023,suspect,2024-12-16,NONE
ACC-04078,FIR-003023,secondary,2024-12-16,EXECUTED
ACC-01484,FIR-003024,primary,2025-01-28,NONE
ACC-01456,FIR-003024,suspect,2025-01-28,NONE
ACC-00279,FIR-003025,primary,2025-02-19,NONE
ACC-01866,FIR-003026,primary,2025-03-09,EXECUTED
ACC-01462,FIR-003026,secondary,2025-03-09,NONE
ACC-00651,FIR-003027,primary,2025-04-19,NONE
ACC-02192,FIR-003027,secondary,2025-04-19,ISSUED
ACC-02882,FIR-003028,primary,2025-05-23,NONE
ACC-00901,FIR-003028,suspect,2025-05-23,PENDING
ACC-02070,FIR-003028,secondary,2025-05-23,NONE
ACC-01928,FIR-003029,primary,2025-06-01,NONE
ACC-03897,FIR-003029,secondary,2025-06-01,NONE
ACC-01040,FIR-003030,primary,2025-07-31,EXECUTED
ACC-02278,FIR-003030,secondary,2025-07-31,PENDING
ACC-04355,FIR-003030,secondary,2025-07-31,NONE
ACC-02884,FIR-003031,primary,2025-08-18,NONE
ACC-00338,FIR-003031,suspect,2025-08-18,ISSUED
ACC-01970,FIR-003032,primary,2025-08-09,PENDING
ACC-00775,FIR-003032,secondary,2025-08-09,NONE
ACC-04231,FIR-003033,primary,2025-09-25,ISSUED
ACC-02285,FIR-003034,primary,2025-09-23,NONE
ACC-02570,FIR-003035,primary,2025-10-30,NONE
ACC-00510,FIR-003036,primary,2025-10-25,PENDING
ACC-03001,FIR-003037,primary,2025-11-18,PENDING
ACC-01396,FIR-003038,primary,2025-11-06,ISSUED
ACC-01055,FIR-003038,secondary,2025-11-06,ISSUED
ACC-00208,FIR-003039,primary,2025-12-26,NONE
ACC-03327,FIR-003040,primary,2025-12-22,NONE
ACC-00570,FIR-003040,suspect,2025-12-22,NONE
ACC-01408,FIR-003040,secondary,2025-12-22,PENDING
ACC-02850,FIR-003041,primary,2021-01-06,NONE
ACC-03408,FIR-003042,primary,2021-02-19,NONE
ACC-04308,FIR-003043,primary,2021-03-07,EXECUTED
ACC-00049,FIR-003043,suspect,2021-03-07,PENDING
ACC-03556,FIR-003043,suspect,2021-03-07,ISSUED
ACC-02109,FIR-003044,primary,2021-04-04,PENDING
ACC-02632,FIR-003045,primary,2021-05-04,NONE
ACC-03441,FIR-003046,primary,2021-06-24,NONE
ACC-02224,FIR-003046,secondary,2021-06-24,NONE
ACC-00370,FIR-003047,primary,2021-07-06,NONE
ACC-02668,FIR-003048,primary,2021-08-30,ISSUED
ACC-02584,FIR-003048,secondary,2021-08-30,ISSUED
ACC-00983,FIR-003049,primary,2021-08-11,NONE
ACC-00071,FIR-003050,primary,2021-09-27,NONE
ACC-03188,FIR-003051,primary,2021-09-10,EXECUTED
ACC-02224,FIR-003051,suspect,2021-09-10,ISSUED
ACC-01087,FIR-003052,primary,2021-10-09,PENDING
ACC-03526,FIR-003052,secondary,2021-10-09,ISSUED
ACC-04401,FIR-003053,primary,2021-10-03,NONE
ACC-01955,FIR-003053,suspect,2021-10-03,PENDING
ACC-00501,FIR-003054,primary,2021-11-15,NONE
ACC-00434,FIR-003055,primary,2021-11-07,ISSUED
ACC-03854,FIR-003055,suspect,2021-11-07,ISSUED
ACC-01534,FIR-003056,primary,2021-12-08,NONE
ACC-01621,FIR-003056,suspect,2021-12-08,NONE
ACC-03423,FIR-003057,primary,2021-12-02,NONE
ACC-01480,FIR-003058,primary,2022-01-04,NONE
ACC-03793,FIR-003059,primary,2022-02-17,PENDING
ACC-01192,FIR-003059,suspect,2022-02-17,NONE
ACC-03773,FIR-003060,primary,2022-03-03,NONE
ACC-01887,FIR-003060,suspect,2022-03-03,NONE
ACC-02178,FIR-003060,secondary,2022-03-03,NONE
ACC-03102,FIR-003061,primary,2022-04-09,NONE
ACC-04381,FIR-003062,primary,2022-05-07,NONE
ACC-00426,FIR-003063,primary,2022-06-18,NONE
ACC-02788,FIR-003063,suspect,2022-06-18,ISSUED
ACC-03911,FIR-003064,primary,2022-07-20,NONE
ACC-00950,FIR-003064,secondary,2022-07-20,NONE
ACC-01077,FIR-003065,primary,2022-08-20,NONE
ACC-02344,FIR-003065,secondary,2022-08-20,NONE
ACC-03336,FIR-003066,primary,2022-08-07,ISSUED
ACC-04257,FIR-003067,primary,2022-09-28,NONE
ACC-01134,FIR-003068,primary,2022-09-22,NONE
ACC-01955,FIR-003068,suspect,2022-09-22,NONE
ACC-03819,FIR-003069,primary,2022-10-31,NONE
ACC-01621,FIR-003069,secondary,2022-10-31,ISSUED
ACC-04186,FIR-003070,primary,2022-10-07,NONE
ACC-03989,FIR-003071,primary,2022-11-20,NONE
ACC-00542,FIR-003072,primary,2022-11-23,NONE
ACC-01262,FIR-003072,secondary,2022-11-23,NONE
ACC-02379,FIR-003073,primary,2022-12-26,NONE
ACC-04309,FIR-003074,primary,2022-12-15,NONE
ACC-00982,FIR-003075,primary,2023-01-06,NONE
ACC-04174,FIR-003076,primary,2023-02-19,NONE
ACC-01600,FIR-003077,primary,2023-03-06,NONE
ACC-01704,FIR-003078,primary,2023-04-22,NONE
ACC-04157,FIR-003079,primary,2023-05-02,NONE
ACC-03431,FIR-003080,primary,2023-06-27,ISSUED
ACC-03765,FIR-003081,primary,2023-07-19,NONE
ACC-01298,FIR-003082,primary,2023-08-25,NONE
ACC-02497,FIR-003083,primary,2023-08-13,NONE
ACC-01505,FIR-003084,primary,2023-09-30,NONE
ACC-02236,FIR-003085,primary,2023-09-13,NONE
ACC-03600,FIR-003085,secondary,2023-09-13,PENDING
ACC-01554,FIR-003086,primary,2023-10-14,NONE
ACC-03715,FIR-003086,secondary,2023-10-14,NONE
ACC-00659,FIR-003087,primary,2023-10-26,PENDING
ACC-01246,FIR-003088,primary,2023-11-02,NONE
ACC-00632,FIR-003089,primary,2023-11-02,NONE
ACC-00830,FIR-003090,primary,2023-12-17,NONE
ACC-02774,FIR-003090,secondary,2023-12-17,NONE
ACC-01544,FIR-003091,primary,2023-12-05,ISSUED
ACC-02305,FIR-003091,secondary,2023-12-05,NONE
ACC-00609,FIR-003092,primary,2024-01-26,NONE
ACC-02274,FIR-003092,suspect,2024-01-26,PENDING
ACC-03567,FIR-003092,suspect,2024-01-26,NONE
ACC-02702,FIR-003093,primary,2024-02-13,ISSUED
ACC-03910,FIR-003094,primary,2024-03-10,PENDING
ACC-00806,FIR-003094,suspect,2024-03-10,NONE
ACC-03190,FIR-003094,suspect,2024-03-10,NONE
ACC-01348,FIR-003095,primary,2024-04-24,NONE
ACC-00806,FIR-003095,suspect,2024-04-24,NONE
ACC-03981,FIR-003095,secondary,2024-04-24,ISSUED
ACC-00045,FIR-003096,primary,2024-05-15,NONE
ACC-03316,FIR-003097,primary,2024-06-14,NONE
ACC-01852,FIR-003098,primary,2024-07-05,NONE
ACC-04413,FIR-003099,primary,2024-08-12,NONE
ACC-00323,FIR-003100,primary,2024-08-07,NONE
ACC-01940,FIR-003101,primary,2024-09-25,NONE
ACC-00339,FIR-003102,primary,2024-09-05,NONE
ACC-03167,FIR-003103,primary,2024-10-02,NONE
ACC-03666,FIR-003104,primary,2024-10-09,NONE
ACC-02725,FIR-003105,primary,2024-11-22,NONE
ACC-02580,FIR-003106,primary,2024-11-08,PENDING
ACC-04204,FIR-003106,suspect,2024-11-08,NONE
ACC-00140,FIR-003107,primary,2024-12-14,NONE
ACC-02508,FIR-003108,primary,2024-12-31,NONE
ACC-01406,FIR-003109,primary,2025-01-21,ISSUED
ACC-01848,FIR-003110,primary,2025-02-24,EXECUTED
ACC-03469,FIR-003110,suspect,2025-02-24,NONE
ACC-04283,FIR-003111,primary,2025-03-20,NONE
ACC-03514,FIR-003111,suspect,2025-03-20,NONE
ACC-01468,FIR-003112,primary,2025-04-24,NONE
ACC-00041,FIR-003113,primary,2025-05-20,ISSUED
ACC-03437,FIR-003113,secondary,2025-05-20,EXECUTED
ACC-02897,FIR-003114,primary,2025-06-14,NONE
ACC-03452,FIR-003115,primary,2025-07-04,NONE
ACC-03526,FIR-003115,secondary,2025-07-04,NONE
ACC-02978,FIR-003116,primary,2025-08-12,NONE
ACC-04321,FIR-003117,primary,2025-08-07,NONE
ACC-00362,FIR-003118,primary,2025-09-29,NONE
ACC-04445,FIR-003118,secondary,2025-09-29,ISSUED
ACC-02803,FIR-003119,primary,2025-09-02,NONE
ACC-03244,FIR-003120,primary,2025-10-08,ISSUED
ACC-02275,FIR-003121,primary,2025-10-30,ISSUED
ACC-02301,FIR-003122,primary,2025-11-09,NONE
ACC-00414,FIR-003123,primary,2025-11-20,NONE
ACC-00049,FIR-003123,suspect,2025-11-20,ISSUED
ACC-03193,FIR-003124,primary,2025-12-24,NONE
ACC-00289,FIR-003124,secondary,2025-12-24,NONE
ACC-01290,FIR-003125,primary,2025-12-25,NONE
ACC-03130,FIR-003126,primary,2021-01-25,EXECUTED
ACC-02402,FIR-003126,secondary,2021-01-25,ISSUED
ACC-00298,FIR-003126,secondary,2021-01-25,NONE
ACC-00571,FIR-003127,primary,2021-02-01,PENDING
ACC-01898,FIR-003127,suspect,2021-02-01,PENDING
ACC-00080,FIR-003128,primary,2021-03-19,NONE
ACC-02750,FIR-003129,primary,2021-04-18,NONE
ACC-02737,FIR-003130,primary,2021-05-17,NONE
ACC-01017,FIR-003131,primary,2021-06-01,PENDING
ACC-01684,FIR-003131,secondary,2021-06-01,NONE
ACC-00776,FIR-003131,secondary,2021-06-01,PENDING
ACC-02146,FIR-003132,primary,2021-07-18,NONE
ACC-02752,FIR-003133,primary,2021-08-09,NONE
ACC-03777,FIR-003133,secondary,2021-08-09,NONE
ACC-00282,FIR-003134,primary,2021-08-30,ISSUED
ACC-02875,FIR-003135,primary,2021-09-04,NONE
ACC-02800,FIR-003135,suspect,2021-09-04,NONE
ACC-01602,FIR-003135,secondary,2021-09-04,NONE
ACC-00773,FIR-003136,primary,2021-09-30,NONE
ACC-04273,FIR-003137,primary,2021-10-06,NONE
ACC-00844,FIR-003137,suspect,2021-10-06,NONE
ACC-02329,FIR-003138,primary,2021-10-31,NONE
ACC-03078,FIR-003138,suspect,2021-10-31,NONE
ACC-02901,FIR-003139,primary,2021-11-06,NONE
ACC-02625,FIR-003139,secondary,2021-11-06,ISSUED
ACC-03617,FIR-003140,primary,2021-11-28,NONE
ACC-03034,FIR-003140,secondary,2021-11-28,NONE
ACC-03004,FIR-003140,secondary,2021-11-28,NONE
ACC-01328,FIR-003141,primary,2021-12-26,NONE
ACC-02113,FIR-003141,secondary,2021-12-26,NONE
ACC-04282,FIR-003142,primary,2021-12-16,ISSUED
ACC-02312,FIR-003143,primary,2022-01-21,ISSUED
ACC-04101,FIR-003144,primary,2022-02-28,NONE
ACC-00158,FIR-003145,primary,2022-03-17,NONE
ACC-03625,FIR-003146,primary,2022-04-07,NONE
ACC-00352,FIR-003147,primary,2022-05-13,NONE
ACC-01219,FIR-003148,primary,2022-06-03,NONE
ACC-01595,FIR-003148,suspect,2022-06-03,PENDING
ACC-03395,FIR-003149,primary,2022-07-15,NONE
ACC-02104,FIR-003149,suspect,2022-07-15,NONE
ACC-00688,FIR-003150,primary,2022-08-13,NONE
ACC-03157,FIR-003150,secondary,2022-08-13,NONE
ACC-03985,FIR-003151,primary,2022-08-30,NONE
ACC-02989,FIR-003151,suspect,2022-08-30,EXECUTED
ACC-00594,FIR-003151,suspect,2022-08-30,NONE
ACC-01842,FIR-003152,primary,2022-09-20,PENDING
ACC-02958,FIR-003152,suspect,2022-09-20,NONE
ACC-01549,FIR-003153,primary,2022-09-15,NONE
ACC-02397,FIR-003153,secondary,2022-09-15,NONE
ACC-02719,FIR-003154,primary,2022-10-01,ISSUED
ACC-03705,FIR-003155,primary,2022-10-06,EXECUTED
ACC-03376,FIR-003155,suspect,2022-10-06,EXECUTED
ACC-01119,FIR-003156,primary,2022-11-19,PENDING
ACC-00038,FIR-003156,suspect,2022-11-19,ISSUED
ACC-00835,FIR-003157,primary,2022-11-17,NONE
ACC-03914,FIR-003157,suspect,2022-11-17,NONE
ACC-01613,FIR-003158,primary,2022-12-02,NONE
ACC-04137,FIR-003159,primary,2022-12-10,ISSUED
ACC-00996,FIR-003159,secondary,2022-12-10,EXECUTED
ACC-00007,FIR-003160,primary,2023-01-25,NONE
ACC-04142,FIR-003161,primary,2023-02-14,NONE
ACC-00594,FIR-003161,secondary,2023-02-14,PENDING
ACC-00366,FIR-003162,primary,2023-03-25,NONE
ACC-04243,FIR-003163,primary,2023-04-12,NONE
ACC-03071,FIR-003163,suspect,2023-04-12,NONE
ACC-01273,FIR-003164,primary,2023-05-26,NONE
ACC-03750,FIR-003164,suspect,2023-05-26,NONE
ACC-03477,FIR-003165,primary,2023-06-22,NONE
ACC-00257,FIR-003166,primary,2023-07-10,NONE
ACC-02113,FIR-003166,secondary,2023-07-10,NONE
ACC-00142,FIR-003167,primary,2023-08-28,ISSUED
ACC-00824,FIR-003168,primary,2023-08-13,NONE
ACC-00558,FIR-003168,suspect,2023-08-13,PENDING
ACC-00030,FIR-003169,primary,2023-09-22,NONE
ACC-01595,FIR-003169,suspect,2023-09-22,NONE
ACC-03162,FIR-003169,suspect,2023-09-22,NONE
ACC-00736,FIR-003170,primary,2023-09-22,NONE
ACC-03550,FIR-003171,primary,2023-10-27,NONE
ACC-03375,FIR-003172,primary,2023-10-20,NONE
ACC-02507,FIR-003173,primary,2023-11-20,NONE
ACC-02200,FIR-003174,primary,2023-11-06,ISSUED
ACC-00844,FIR-003174,suspect,2023-11-06,NONE
ACC-00407,FIR-003175,primary,2023-12-14,NONE
ACC-04386,FIR-003176,primary,2023-12-21,NONE
ACC-00600,FIR-003177,primary,2024-01-10,NONE
ACC-03635,FIR-003177,suspect,2024-01-10,PENDING
ACC-00341,FIR-003178,primary,2024-02-19,NONE
ACC-01390,FIR-003178,suspect,2024-02-19,NONE
ACC-00145,FIR-003178,secondary,2024-02-19,NONE
ACC-03545,FIR-003179,primary,2024-03-23,NONE
ACC-02832,FIR-003180,primary,2024-04-18,NONE
ACC-02531,FIR-003181,primary,2024-05-26,ISSUED
ACC-01684,FIR-003181,secondary,2024-05-26,NONE
ACC-00179,FIR-003182,primary,2024-06-29,NONE
ACC-02451,FIR-003182,secondary,2024-06-29,NONE
ACC-01965,FIR-003183,primary,2024-07-20,NONE
ACC-02276,FIR-003184,primary,2024-08-05,NONE
ACC-02625,FIR-003184,secondary,2024-08-05,ISSUED
ACC-04402,FIR-003185,primary,2024-08-09,NONE
ACC-03822,FIR-003186,primary,2024-09-21,NONE
ACC-00002,FIR-003187,primary,2024-09-17,ISSUED
ACC-02180,FIR-003188,primary,2024-10-15,NONE
ACC-01390,FIR-003188,secondary,2024-10-15,NONE
ACC-00132,FIR-003188,secondary,2024-10-15,NONE
ACC-02999,FIR-003189,primary,2024-10-31,NONE
ACC-02830,FIR-003189,secondary,2024-10-31,NONE
ACC-00620,FIR-003189,secondary,2024-10-31,NONE
ACC-01541,FIR-003190,primary,2024-11-19,PENDING
ACC-02232,FIR-003191,primary,2024-11-29,NONE
ACC-03094,FIR-003192,primary,2024-12-08,NONE
ACC-02830,FIR-003192,secondary,2024-12-08,NONE
ACC-02720,FIR-003193,primary,2024-12-04,NONE
ACC-01898,FIR-003193,suspect,2024-12-04,NONE
ACC-01644,FIR-003193,suspect,2024-12-04,NONE
ACC-04327,FIR-003194,primary,2025-01-18,ISSUED
ACC-03127,FIR-003195,primary,2025-02-08,NONE
ACC-02046,FIR-003196,primary,2025-03-25,NONE
ACC-02158,FIR-003197,primary,2025-04-12,NONE
ACC-00777,FIR-003198,primary,2025-05-30,PENDING
ACC-03034,FIR-003198,secondary,2025-05-30,NONE
ACC-01459,FIR-003198,secondary,2025-05-30,NONE
ACC-02190,FIR-003199,primary,2025-06-10,NONE
ACC-00129,FIR-003200,primary,2025-07-22,NONE
ACC-02478,FIR-003200,suspect,2025-07-22,NONE
ACC-03800,FIR-003201,primary,2025-08-12,NONE
ACC-02478,FIR-003201,secondary,2025-08-12,EXECUTED
ACC-04415,FIR-003201,secondary,2025-08-12,PENDING
ACC-03847,FIR-003202,primary,2025-08-09,NONE
ACC-04106,FIR-003203,primary,2025-09-23,NONE
ACC-02880,FIR-003204,primary,2025-09-24,PENDING
ACC-01323,FIR-003205,primary,2025-10-23,NONE
ACC-03622,FIR-003206,primary,2025-10-03,NONE
ACC-03162,FIR-003206,secondary,2025-10-03,NONE
ACC-03359,FIR-003207,primary,2025-11-05,EXECUTED
ACC-03998,FIR-003208,primary,2025-11-09,NONE
ACC-02924,FIR-003209,primary,2025-12-14,NONE
ACC-02009,FIR-003210,primary,2025-12-24,NONE
ACC-02800,FIR-003210,suspect,2025-12-24,PENDING
ACC-02105,FIR-003210,suspect,2025-12-24,PENDING
ACC-02421,FIR-003211,primary,2021-01-12,NONE
ACC-01050,FIR-003212,primary,2021-02-14,PENDING
ACC-03965,FIR-003213,primary,2021-03-27,EXECUTED
ACC-04108,FIR-003213,suspect,2021-03-27,NONE
ACC-00224,FIR-003214,primary,2021-04-21,NONE
ACC-03152,FIR-003214,suspect,2021-04-21,NONE
ACC-00481,FIR-003215,primary,2021-05-25,PENDING
ACC-03253,FIR-003216,primary,2021-06-22,NONE
ACC-03504,FIR-003217,primary,2021-07-30,PENDING
ACC-04383,FIR-003217,secondary,2021-07-30,EXECUTED
ACC-03668,FIR-003218,primary,2021-08-10,NONE
ACC-04108,FIR-003218,secondary,2021-08-10,NONE
ACC-00751,FIR-003219,primary,2021-08-06,EXECUTED
ACC-02703,FIR-003220,primary,2021-09-11,NONE
ACC-03574,FIR-003220,suspect,2021-09-11,EXECUTED
ACC-03366,FIR-003221,primary,2021-09-06,NONE
ACC-00703,FIR-003222,primary,2021-10-14,NONE
ACC-03602,FIR-003223,primary,2021-10-12,NONE
ACC-04293,FIR-003224,primary,2021-11-04,EXECUTED
ACC-03661,FIR-003225,primary,2021-11-27,PENDING
ACC-04049,FIR-003226,primary,2021-12-05,NONE
ACC-01740,FIR-003226,suspect,2021-12-05,PENDING
ACC-03807,FIR-003226,secondary,2021-12-05,NONE
ACC-02734,FIR-003227,primary,2021-12-14,ISSUED
ACC-02499,FIR-003228,primary,2022-01-03,NONE
ACC-04456,FIR-003228,suspect,2022-01-03,NONE
ACC-00672,FIR-003229,primary,2022-02-20,NONE
ACC-01009,FIR-003230,primary,2022-03-26,EXECUTED
ACC-03591,FIR-003230,suspect,2022-03-26,NONE
ACC-02951,FIR-003231,primary,2022-04-12,NONE
ACC-03952,FIR-003232,primary,2022-05-15,NONE
ACC-03434,FIR-003232,secondary,2022-05-15,ISSUED
ACC-01532,FIR-003233,primary,2022-06-21,NONE
ACC-00292,FIR-003234,primary,2022-07-24,NONE
ACC-02466,FIR-003235,primary,2022-08-08,PENDING
ACC-02902,FIR-003236,primary,2022-08-15,NONE
ACC-02844,FIR-003236,secondary,2022-08-15,NONE
ACC-02151,FIR-003237,primary,2022-09-15,NONE
ACC-01699,FIR-003238,primary,2022-09-10,NONE
ACC-03198,FIR-003239,primary,2022-10-02,NONE
ACC-03509,FIR-003239,suspect,2022-10-02,NONE
ACC-01511,FIR-003240,primary,2022-10-30,NONE
ACC-00923,FIR-003241,primary,2022-11-19,PENDING
ACC-04383,FIR-003241,suspect,2022-11-19,NONE
ACC-03347,FIR-003242,primary,2022-11-27,NONE
ACC-02772,FIR-003243,primary,2022-12-17,NONE
ACC-01659,FIR-003244,primary,2022-12-20,PENDING
ACC-00779,FIR-003245,primary,2023-01-05,PENDING
ACC-00607,FIR-003245,secondary,2023-01-05,ISSUED
ACC-03713,FIR-003246,primary,2023-02-08,PENDING
ACC-04073,FIR-003246,secondary,2023-02-08,NONE
ACC-00673,FIR-003246,secondary,2023-02-08,ISSUED
ACC-02184,FIR-003247,primary,2023-03-15,NONE
ACC-00311,FIR-003247,secondary,2023-03-15,NONE
ACC-01164,FIR-003248,primary,2023-04-05,NONE
ACC-02647,FIR-003249,primary,2023-05-13,NONE
ACC-03598,FIR-003249,secondary,2023-05-13,ISSUED
ACC-02754,FIR-003250,primary,2023-06-20,PENDING
ACC-00377,FIR-003251,primary,2023-07-12,NONE
ACC-02837,FIR-003251,secondary,2023-07-12,ISSUED
ACC-04173,FIR-003252,primary,2023-08-17,NONE
ACC-00774,FIR-003253,primary,2023-08-26,PENDING
ACC-01386,FIR-003254,primary,2023-09-28,NONE
ACC-01387,FIR-003255,primary,2023-09-20,NONE
ACC-03324,FIR-003255,suspect,2023-09-20,NONE
ACC-04290,FIR-003256,primary,2023-10-23,NONE
ACC-03356,FIR-003257,primary,2023-10-16,NONE
ACC-01160,FIR-003258,primary,2023-11-25,NONE
ACC-01912,FIR-003259,primary,2023-11-25,NONE
ACC-02248,FIR-003260,primary,2023-12-04,NONE
ACC-03268,FIR-003261,primary,2023-12-25,PENDING
ACC-04095,FIR-003261,secondary,2023-12-25,NONE
ACC-00133,FIR-003262,primary,2024-01-08,ISSUED
ACC-02540,FIR-003262,secondary,2024-01-08,NONE
ACC-01612,FIR-003262,secondary,2024-01-08,NONE
ACC-04100,FIR-003263,primary,2024-02-15,ISSUED
ACC-02495,FIR-003264,primary,2024-03-24,NONE
ACC-02318,FIR-003265,primary,2024-04-01,NONE
ACC-01280,FIR-003266,primary,2024-05-17,NONE
ACC-03598,FIR-003266,secondary,2024-05-17,ISSUED
ACC-03747,FIR-003266,suspect,2024-05-17,NONE
ACC-00621,FIR-003267,primary,2024-06-02,NONE
ACC-04363,FIR-003268,primary,2024-07-07,NONE
ACC-02634,FIR-003269,primary,2024-08-11,NONE
ACC-02038,FIR-003270,primary,2024-08-31,PENDING
ACC-02844,FIR-003270,secondary,2024-08-31,NONE
ACC-04216,FIR-003271,primary,2024-09-10,NONE
ACC-03563,FIR-003271,secondary,2024-09-10,NONE
ACC-03159,FIR-003271,secondary,2024-09-10,NONE
ACC-00175,FIR-003272,primary,2024-09-05,PENDING
ACC-01983,FIR-003272,secondary,2024-09-05,NONE
ACC-01628,FIR-003273,primary,2024-10-08,ISSUED
ACC-03508,FIR-003273,secondary,2024-10-08,NONE
ACC-02269,FIR-003274,primary,2024-10-31,ISSUED
ACC-01312,FIR-003274,secondary,2024-10-31,NONE
ACC-01327,FIR-003275,primary,2024-11-17,NONE
ACC-01469,FIR-003276,primary,2024-11-21,NONE
ACC-01706,FIR-003276,suspect,2024-11-21,NONE
ACC-03426,FIR-003277,primary,2024-12-14,NONE
ACC-04414,FIR-003278,primary,2024-12-06,NONE
ACC-03563,FIR-003278,suspect,2024-12-06,ISSUED
ACC-03217,FIR-003278,secondary,2024-12-06,NONE
ACC-04422,FIR-003279,primary,2025-01-17,EXECUTED
ACC-01433,FIR-003280,primary,2025-02-02,NONE
ACC-03714,FIR-003280,secondary,2025-02-02,NONE
ACC-03064,FIR-003281,primary,2025-03-08,NONE
ACC-00471,FIR-003282,primary,2025-04-25,NONE
ACC-01448,FIR-003282,secondary,2025-04-25,NONE
ACC-01667,FIR-003282,suspect,2025-04-25,NONE
ACC-01331,FIR-003283,primary,2025-05-10,ISSUED
