fir_id,type_id,primary_section
FIR-002154,CT-001,IPC 379
FIR-002155,CT-005,IPC 395
FIR-002156,CT-001,IPC 379
FIR-002157,CT-008,IPC 325
FIR-002158,CT-031,BNS TBD - verify
FIR-002159,CT-028,BNS TBD - verify
FIR-002160,CT-019,BNS TBD - verify
FIR-002161,CT-019,BNS TBD - verify
FIR-002162,CT-011,BNS TBD - verify
FIR-002163,CT-004,BNS TBD - verify
FIR-002164,CT-028,BNS TBD - verify
FIR-002165,CT-001,BNS 303
FIR-002166,CT-034,BNS TBD - verify
FIR-002167,CT-011,BNS TBD - verify
FIR-002168,CT-042,BNS TBD - verify
FIR-002169,CT-032,BNS TBD - verify
FIR-002170,CT-019,BNS TBD - verify
FIR-002171,CT-026,BNS TBD - verify
FIR-002172,CT-031,BNS TBD - verify
FIR-002173,CT-005,BNS TBD - verify
FIR-002174,CT-003,BNS 304
FIR-002175,CT-030,BNS TBD - verify
FIR-002176,CT-022,BNS TBD - verify
FIR-002177,CT-022,BNS TBD - verify
FIR-002178,CT-024,BNS TBD - verify
FIR-002179,CT-024,BNS TBD - verify
FIR-002180,CT-032,BNS TBD - verify
FIR-002181,CT-019,BNS TBD - verify
FIR-002182,CT-011,BNS TBD - verify
FIR-002183,CT-043,BNS TBD - verify
FIR-002184,CT-022,BNS TBD - verify
FIR-002185,CT-020,BNS TBD - verify
FIR-002186,CT-032,IPC 392
FIR-002187,CT-024,IPC 379
FIR-002188,CT-031,IPC 406
FIR-002189,CT-001,IPC 379
FIR-002190,CT-027,IPC 307
FIR-002191,CT-002,IPC 379
FIR-002192,CT-020,IPC 379
FIR-002193,CT-008,IPC 325
FIR-002194,CT-035,IPC 498A
FIR-002195,CT-026,IPC 353
FIR-002196,CT-014,IPC 498A
FIR-002197,CT-026,IPC 353
FIR-002198,CT-006,IPC 454
FIR-002199,CT-019,IPC 379
FIR-002200,CT-035,IPC 498A
FIR-002201,CT-001,IPC 379
FIR-002202,CT-016,IPC 302
FIR-002203,CT-006,IPC 454
FIR-002204,CT-019,IPC 379
FIR-002205,CT-042,IPC 457
FIR-002206,CT-040,IPC 66D (IT Act)
FIR-002207,CT-022,IPC 379
FIR-002208,CT-044,IPC 268
FIR-002209,CT-005,IPC 395
FIR-002210,CT-021,IPC 379
FIR-002211,CT-024,IPC 379
FIR-002212,CT-035,IPC 498A
FIR-002213,CT-030,IPC 138 (NI Act)
FIR-002214,CT-004,IPC 392
FIR-002215,CT-019,IPC 379
FIR-002216,CT-026,IPC 353
FIR-002217,CT-002,IPC 379
FIR-002218,CT-044,IPC 268
FIR-002219,CT-040,IPC 66D (IT Act)
FIR-002220,CT-021,IPC 379
FIR-002221,CT-019,IPC 379
FIR-002222,CT-021,IPC 379
FIR-002223,CT-001,IPC 379
FIR-002224,CT-011,IPC 468
FIR-002225,CT-018,IPC 427
FIR-002226,CT-030,IPC 138 (NI Act)
FIR-002227,CT-024,IPC 379
FIR-002228,CT-032,IPC 392
FIR-002229,CT-010,IPC 420
FIR-002230,CT-015,IPC 304B
FIR-002231,CT-002,IPC 379
FIR-002232,CT-009,IPC 394
FIR-002233,CT-015,IPC 304B
FIR-002234,CT-041,IPC 354D
FIR-002235,CT-030,IPC 138 (NI Act)
FIR-002236,CT-011,IPC 468
FIR-002237,CT-038,IPC 66C (IT Act)
FIR-002238,CT-024,IPC 379
FIR-002239,CT-040,IPC 66D (IT Act)
FIR-002240,CT-026,IPC 353
FIR-002241,CT-035,IPC 498A
FIR-002242,CT-038,IPC 66C (IT Act)
FIR-002243,CT-010,BNS 318
FIR-002244,CT-005,BNS TBD - verify
FIR-002245,CT-019,BNS TBD - verify
FIR-002246,CT-003,BNS 304
FIR-002247,CT-025,BNS TBD - verify
FIR-002248,CT-024,BNS TBD - verify
FIR-002249,CT-006,BNS 331 (verify)
FIR-002250,CT-034,BNS TBD - verify
FIR-002251,CT-001,BNS 303
FIR-002252,CT-008,BNS TBD - verify
FIR-002253,CT-008,BNS TBD - verify
FIR-002254,CT-020,BNS TBD - verify
FIR-002255,CT-009,BNS 296
FIR-002256,CT-033,BNS TBD - verify
FIR-002257,CT-031,BNS TBD - verify
FIR-002258,CT-007,BNS TBD - verify
FIR-002259,CT-023,BNS TBD - verify
FIR-002260,CT-031,BNS TBD - verify
FIR-002261,CT-036,BNS TBD - verify
FIR-002262,CT-015,BNS 80
FIR-002263,CT-001,BNS 303
FIR-002264,CT-003,BNS 304
FIR-002265,CT-023,BNS TBD - verify
FIR-002266,CT-003,BNS 304
FIR-002267,CT-023,BNS TBD - verify
FIR-002268,CT-036,BNS TBD - verify
FIR-002269,CT-030,BNS TBD - verify
FIR-002270,CT-007,BNS TBD - verify
FIR-002271,CT-012,IPC 66C
FIR-002272,CT-026,IPC 353
FIR-002273,CT-019,IPC 379
FIR-002274,CT-019,IPC 379
FIR-002275,CT-021,IPC 379
FIR-002276,CT-029,IPC 420
FIR-002277,CT-028,IPC 506
FIR-002278,CT-002,IPC 379
FIR-002279,CT-010,IPC 420
FIR-002280,CT-043,IPC 458
FIR-002281,CT-040,IPC 66D (IT Act)
FIR-002282,CT-043,IPC 458
FIR-002283,CT-040,IPC 66D (IT Act)
FIR-002284,CT-006,IPC 454
FIR-002285,CT-020,IPC 379
FIR-002286,CT-025,IPC 379
FIR-002287,CT-021,IPC 379
FIR-002288,CT-010,IPC 420
FIR-002289,CT-043,IPC 458
FIR-002290,CT-041,IPC 354D
FIR-002291,CT-024,IPC 379
FIR-002292,CT-005,IPC 395
FIR-002293,CT-018,IPC 427
FIR-002294,CT-008,IPC 325
FIR-002295,CT-023,IPC 379
FIR-002296,CT-038,IPC 66C (IT Act)
FIR-002297,CT-033,IPC 384
FIR-002298,CT-032,IPC 392
FIR-002299,CT-023,IPC 379
FIR-002300,CT-020,IPC 379
FIR-002301,CT-001,IPC 379
FIR-002302,CT-003,IPC 379
FIR-002303,CT-024,IPC 379
FIR-002304,CT-036,IPC 3
FIR-002305,CT-031,IPC 406
FIR-002306,CT-022,IPC 379
FIR-002307,CT-008,IPC 325
FIR-002308,CT-005,IPC 395
FIR-002309,CT-002,IPC 379
FIR-002310,CT-025,IPC 379
FIR-002311,CT-034,IPC 393
FIR-002312,CT-019,IPC 379
FIR-002313,CT-042,IPC 457
FIR-002314,CT-026,IPC 353
FIR-002315,CT-017,IPC 363
FIR-002316,CT-026,IPC 353
FIR-002317,CT-023,IPC 379
FIR-002318,CT-029,IPC 420
FIR-002319,CT-016,IPC 302
FIR-002320,CT-022,IPC 379
FIR-002321,CT-004,IPC 392
FIR-002322,CT-012,IPC 66C
FIR-002323,CT-028,IPC 506
FIR-002324,CT-021,IPC 379
FIR-002325,CT-020,IPC 379
FIR-002326,CT-022,IPC 379
FIR-002327,CT-043,IPC 458
FIR-002328,CT-018,BNS 324 range (verify)
FIR-002329,CT-009,BNS 296
FIR-002330,CT-020,BNS TBD - verify
FIR-002331,CT-022,BNS TBD - verify
FIR-002332,CT-002,BNS 303
FIR-002333,CT-009,BNS 296
FIR-002334,CT-003,BNS 304
FIR-002335,CT-012,BNS 66C
FIR-002336,CT-027,BNS TBD - verify
FIR-002337,CT-021,BNS TBD - verify
FIR-002338,CT-021,BNS TBD - verify
FIR-002339,CT-022,BNS TBD - verify
FIR-002340,CT-005,BNS TBD - verify
FIR-002341,CT-030,BNS TBD - verify
FIR-002342,CT-037,BNS TBD - verify
FIR-002343,CT-010,BNS 318
FIR-002344,CT-027,BNS TBD - verify
FIR-002345,CT-023,BNS TBD - verify
FIR-002346,CT-011,BNS TBD - verify
FIR-002347,CT-028,BNS TBD - verify
FIR-002348,CT-025,BNS TBD - verify
FIR-002349,CT-033,BNS TBD - verify
FIR-002350,CT-003,BNS 304
FIR-002351,CT-033,BNS TBD - verify
FIR-002352,CT-032,BNS TBD - verify
FIR-002353,CT-026,BNS TBD - verify
FIR-002354,CT-033,BNS TBD - verify
FIR-002355,CT-027,BNS TBD - verify
FIR-002356,CT-042,IPC 457
FIR-002357,CT-033,IPC 384
FIR-002358,CT-031,IPC 406
FIR-002359,CT-002,IPC 379
FIR-002360,CT-002,IPC 379
FIR-002361,CT-040,IPC 66D (IT Act)
FIR-002362,CT-039,IPC 66D (IT Act)
FIR-002363,CT-002,IPC 379
FIR-002364,CT-021,IPC 379
FIR-002365,CT-025,IPC 379
FIR-002366,CT-005,IPC 395
FIR-002367,CT-036,IPC 3
FIR-002368,CT-019,IPC 379
FIR-002369,CT-020,IPC 379
FIR-002370,CT-027,IPC 307
FIR-002371,CT-002,IPC 379
FIR-002372,CT-043,IPC 458
FIR-002373,CT-021,IPC 379
FIR-002374,CT-014,IPC 498A
FIR-002375,CT-031,IPC 406
FIR-002376,CT-001,IPC 379
FIR-002377,CT-041,IPC 354D
FIR-002378,CT-005,IPC 395
FIR-002379,CT-017,IPC 363
FIR-002380,CT-026,IPC 353
FIR-002381,CT-004,IPC 392
FIR-002382,CT-002,IPC 379
FIR-002383,CT-025,IPC 379
FIR-002384,CT-014,IPC 498A
FIR-002385,CT-033,IPC 384
FIR-002386,CT-039,IPC 66D (IT Act)
FIR-002387,CT-025,IPC 379
FIR-002388,CT-015,IPC 304B
FIR-002389,CT-029,IPC 420
FIR-002390,CT-011,IPC 468
FIR-002391,CT-032,IPC 392
FIR-002392,CT-029,IPC 420
FIR-002393,CT-041,IPC 354D
FIR-002394,CT-042,IPC 457
FIR-002395,CT-012,IPC 66C
FIR-002396,CT-020,IPC 379
FIR-002397,CT-009,IPC 394
FIR-002398,CT-025,IPC 379
FIR-002399,CT-001,IPC 379
FIR-002400,CT-031,IPC 406
FIR-002401,CT-019,IPC 379
FIR-002402,CT-020,IPC 379
FIR-002403,CT-005,IPC 395
FIR-002404,CT-025,IPC 379
FIR-002405,CT-022,IPC 379
FIR-002406,CT-028,IPC 506
FIR-002407,CT-022,IPC 379
FIR-002408,CT-005,IPC 395
FIR-002409,CT-029,IPC 420
FIR-002410,CT-007,IPC 323
FIR-002411,CT-013,IPC 67A (IT Act)
FIR-002412,CT-027,IPC 307
FIR-002413,CT-003,BNS 304
FIR-002414,CT-043,BNS TBD - verify
FIR-002415,CT-007,BNS TBD - verify
FIR-002416,CT-001,BNS 303
FIR-002417,CT-011,BNS TBD - verify
FIR-002418,CT-001,BNS 303
FIR-002419,CT-029,BNS TBD - verify
FIR-002420,CT-023,BNS TBD - verify
FIR-002421,CT-029,BNS TBD - verify
FIR-002422,CT-019,BNS TBD - verify
FIR-002423,CT-030,BNS TBD - verify
FIR-002424,CT-034,BNS TBD - verify
FIR-002425,CT-020,BNS TBD - verify
FIR-002426,CT-010,BNS 318
FIR-002427,CT-023,BNS TBD - verify
FIR-002428,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-002429,CT-043,BNS TBD - verify
FIR-002430,CT-003,BNS 304
FIR-002431,CT-008,BNS TBD - verify
FIR-002432,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-002433,CT-034,BNS TBD - verify
FIR-002434,CT-027,BNS TBD - verify
FIR-002435,CT-045,BNS TBD - verify
FIR-002436,CT-002,BNS 303
FIR-002437,CT-029,BNS TBD - verify
FIR-002438,CT-023,BNS TBD - verify
FIR-002439,CT-008,BNS TBD - verify
FIR-002440,CT-031,BNS TBD - verify
FIR-002441,CT-020,IPC 379
FIR-002442,CT-012,IPC 66C
FIR-002443,CT-011,IPC 468
FIR-002444,CT-015,IPC 304B
FIR-002445,CT-044,IPC 268
FIR-002446,CT-034,IPC 393
FIR-002447,CT-023,IPC 379
FIR-002448,CT-028,IPC 506
FIR-002449,CT-008,IPC 325
FIR-002450,CT-003,IPC 379
FIR-002451,CT-009,IPC 394
FIR-002452,CT-045,IPC 447
FIR-002453,CT-010,IPC 420
FIR-002454,CT-007,IPC 323
FIR-002455,CT-003,IPC 379
FIR-002456,CT-009,IPC 394
FIR-002457,CT-007,IPC 323
FIR-002458,CT-023,IPC 379
FIR-002459,CT-024,IPC 379
FIR-002460,CT-037,IPC 498A
FIR-002461,CT-036,IPC 3
FIR-002462,CT-001,IPC 379
FIR-002463,CT-045,IPC 447
FIR-002464,CT-030,IPC 138 (NI Act)
FIR-002465,CT-030,IPC 138 (NI Act)
FIR-002466,CT-014,IPC 498A
FIR-002467,CT-007,IPC 323
FIR-002468,CT-010,IPC 420
FIR-002469,CT-006,IPC 454
FIR-002470,CT-024,IPC 379
FIR-002471,CT-009,IPC 394
FIR-002472,CT-041,IPC 354D
FIR-002473,CT-007,IPC 323
FIR-002474,CT-033,IPC 384
FIR-002475,CT-019,IPC 379
FIR-002476,CT-026,IPC 353
FIR-002477,CT-011,IPC 468
FIR-002478,CT-016,IPC 302
FIR-002479,CT-024,IPC 379
FIR-002480,CT-001,IPC 379
FIR-002481,CT-002,IPC 379
FIR-002482,CT-002,IPC 379
FIR-002483,CT-032,IPC 392
FIR-002484,CT-031,IPC 406
FIR-002485,CT-002,IPC 379
FIR-002486,CT-038,IPC 66C (IT Act)
FIR-002487,CT-008,IPC 325
FIR-002488,CT-007,IPC 323
FIR-002489,CT-036,IPC 3
FIR-002490,CT-027,IPC 307
FIR-002491,CT-024,IPC 379
FIR-002492,CT-036,IPC 3
FIR-002493,CT-020,IPC 379
FIR-002494,CT-008,IPC 325
FIR-002495,CT-037,IPC 498A
FIR-002496,CT-024,IPC 379
FIR-002497,CT-021,IPC 379
FIR-002498,CT-021,BNS TBD - verify
FIR-002499,CT-003,BNS 304
FIR-002500,CT-022,BNS TBD - verify
FIR-002501,CT-001,BNS 303
FIR-002502,CT-012,BNS 66C
FIR-002503,CT-011,BNS TBD - verify
FIR-002504,CT-018,BNS 324 range (verify)
FIR-002505,CT-019,BNS TBD - verify
FIR-002506,CT-005,BNS TBD - verify
FIR-002507,CT-008,BNS TBD - verify
FIR-002508,CT-015,BNS 80
FIR-002509,CT-034,BNS TBD - verify
FIR-002510,CT-022,BNS TBD - verify
FIR-002511,CT-027,BNS TBD - verify
FIR-002512,CT-015,BNS 80
FIR-002513,CT-031,BNS TBD - verify
FIR-002514,CT-033,BNS TBD - verify
FIR-002515,CT-005,BNS TBD - verify
FIR-002516,CT-029,BNS TBD - verify
FIR-002517,CT-024,BNS TBD - verify
FIR-002518,CT-045,BNS TBD - verify
FIR-002519,CT-006,BNS 331 (verify)
FIR-002520,CT-031,BNS TBD - verify
FIR-002521,CT-043,BNS TBD - verify
FIR-002522,CT-016,BNS 103 (murder)
FIR-002523,CT-021,BNS TBD - verify
FIR-002524,CT-025,BNS TBD - verify
FIR-002525,CT-028,BNS TBD - verify
FIR-002526,CT-033,IPC 384
FIR-002527,CT-027,IPC 307
FIR-002528,CT-014,IPC 498A
FIR-002529,CT-035,IPC 498A
FIR-002530,CT-018,IPC 427
FIR-002531,CT-025,IPC 379
FIR-002532,CT-030,IPC 138 (NI Act)
FIR-002533,CT-025,IPC 379
FIR-002534,CT-001,IPC 379
FIR-002535,CT-012,IPC 66C
FIR-002536,CT-001,IPC 379
FIR-002537,CT-004,IPC 392
FIR-002538,CT-034,IPC 393
FIR-002539,CT-015,IPC 304B
FIR-002540,CT-042,IPC 457
FIR-002541,CT-012,IPC 66C
FIR-002542,CT-036,IPC 3
FIR-002543,CT-033,IPC 384
FIR-002544,CT-035,IPC 498A
FIR-002545,CT-005,IPC 395
FIR-002546,CT-040,IPC 66D (IT Act)
FIR-002547,CT-001,IPC 379
FIR-002548,CT-037,IPC 498A
FIR-002549,CT-024,IPC 379
FIR-002550,CT-019,IPC 379
FIR-002551,CT-007,IPC 323
FIR-002552,CT-002,IPC 379
FIR-002553,CT-020,IPC 379
FIR-002554,CT-003,IPC 379
FIR-002555,CT-024,IPC 379
FIR-002556,CT-029,IPC 420
FIR-002557,CT-027,IPC 307
FIR-002558,CT-023,IPC 379
FIR-002559,CT-025,IPC 379
FIR-002560,CT-007,IPC 323
FIR-002561,CT-001,IPC 379
FIR-002562,CT-022,IPC 379
FIR-002563,CT-034,IPC 393
FIR-002564,CT-004,IPC 392
FIR-002565,CT-027,IPC 307
FIR-002566,CT-002,IPC 379
FIR-002567,CT-011,IPC 468
FIR-002568,CT-007,IPC 323
FIR-002569,CT-033,IPC 384
FIR-002570,CT-009,IPC 394
FIR-002571,CT-037,IPC 498A
FIR-002572,CT-006,IPC 454
FIR-002573,CT-029,IPC 420
FIR-002574,CT-002,IPC 379
FIR-002575,CT-027,IPC 307
FIR-002576,CT-030,IPC 138 (NI Act)
FIR-002577,CT-024,IPC 379
FIR-002578,CT-020,IPC 379
FIR-002579,CT-005,IPC 395
FIR-002580,CT-015,IPC 304B
FIR-002581,CT-020,IPC 379
FIR-002582,CT-028,IPC 506
FIR-002583,CT-002,BNS 303
FIR-002584,CT-032,BNS TBD - verify
FIR-002585,CT-021,BNS TBD - verify
FIR-002586,CT-029,BNS TBD - verify
FIR-002587,CT-009,BNS 296
FIR-002588,CT-001,BNS 303
FIR-002589,CT-045,BNS TBD - verify
FIR-002590,CT-011,BNS TBD - verify
FIR-002591,CT-002,BNS 303
FIR-002592,CT-019,BNS TBD - verify
FIR-002593,CT-008,BNS TBD - verify
FIR-002594,CT-020,BNS TBD - verify
FIR-002595,CT-035,BNS TBD - verify
FIR-002596,CT-022,BNS TBD - verify
FIR-002597,CT-012,BNS 66C
FIR-002598,CT-005,BNS TBD - verify
FIR-002599,CT-030,BNS TBD - verify
FIR-002600,CT-023,BNS TBD - verify
FIR-002601,CT-026,BNS TBD - verify
FIR-002602,CT-021,BNS TBD - verify
FIR-002603,CT-006,BNS 331 (verify)
FIR-002604,CT-011,BNS TBD - verify
FIR-002605,CT-038,BNS TBD - verify
FIR-002606,CT-012,BNS 66C
FIR-002607,CT-001,BNS 303
FIR-002608,CT-018,BNS 324 range (verify)
FIR-002609,CT-021,BNS TBD - verify
FIR-002610,CT-023,BNS TBD - verify
FIR-002611,CT-043,IPC 458
FIR-002612,CT-002,IPC 379
FIR-002613,CT-034,IPC 393
FIR-002614,CT-025,IPC 379
FIR-002615,CT-028,IPC 506
FIR-002616,CT-029,IPC 420
FIR-002617,CT-004,IPC 392
FIR-002618,CT-031,IPC 406
FIR-002619,CT-038,IPC 66C (IT Act)
FIR-002620,CT-017,IPC 363
FIR-002621,CT-038,IPC 66C (IT Act)
FIR-002622,CT-023,IPC 379
FIR-002623,CT-024,IPC 379
FIR-002624,CT-022,IPC 379
FIR-002625,CT-008,IPC 325
FIR-002626,CT-023,IPC 379
FIR-002627,CT-020,IPC 379
FIR-002628,CT-003,IPC 379
FIR-002629,CT-037,IPC 498A
FIR-002630,CT-014,IPC 498A
FIR-002631,CT-001,IPC 379
FIR-002632,CT-002,IPC 379
FIR-002633,CT-034,IPC 393
FIR-002634,CT-002,IPC 379
FIR-002635,CT-013,IPC 67A (IT Act)
FIR-002636,CT-025,IPC 379
FIR-002637,CT-020,IPC 379
FIR-002638,CT-004,IPC 392
FIR-002639,CT-034,IPC 393
FIR-002640,CT-001,IPC 379
FIR-002641,CT-009,IPC 394
FIR-002642,CT-021,IPC 379
FIR-002643,CT-028,IPC 506
FIR-002644,CT-030,IPC 138 (NI Act)
FIR-002645,CT-021,IPC 379
FIR-002646,CT-020,IPC 379
FIR-002647,CT-022,IPC 379
FIR-002648,CT-011,IPC 468
FIR-002649,CT-023,IPC 379
FIR-002650,CT-010,IPC 420
FIR-002651,CT-026,IPC 353
FIR-002652,CT-034,IPC 393
FIR-002653,CT-021,IPC 379
FIR-002654,CT-043,IPC 458
FIR-002655,CT-022,IPC 379
FIR-002656,CT-011,IPC 468
FIR-002657,CT-011,IPC 468
FIR-002658,CT-031,IPC 406
FIR-002659,CT-040,IPC 66D (IT Act)
FIR-002660,CT-001,IPC 379
FIR-002661,CT-022,IPC 379
FIR-002662,CT-003,IPC 379
FIR-002663,CT-027,IPC 307
FIR-002664,CT-033,IPC 384
FIR-002665,CT-022,IPC 379
FIR-002666,CT-024,IPC 379
FIR-002667,CT-012,IPC 66C
FIR-002668,CT-014,BNS 85
FIR-002669,CT-014,BNS 85
FIR-002670,CT-029,BNS TBD - verify
FIR-002671,CT-036,BNS TBD - verify
FIR-002672,CT-003,BNS 304
FIR-002673,CT-007,BNS TBD - verify
FIR-002674,CT-023,BNS TBD - verify
FIR-002675,CT-024,BNS TBD - verify
FIR-002676,CT-015,BNS 80
FIR-002677,CT-034,BNS TBD - verify
FIR-002678,CT-022,BNS TBD - verify
FIR-002679,CT-029,BNS TBD - verify
FIR-002680,CT-006,BNS 331 (verify)
FIR-002681,CT-010,BNS 318
FIR-002682,CT-009,BNS 296
FIR-002683,CT-023,BNS TBD - verify
FIR-002684,CT-029,BNS TBD - verify
FIR-002685,CT-039,BNS TBD - verify
FIR-002686,CT-035,BNS TBD - verify
FIR-002687,CT-023,BNS TBD - verify
FIR-002688,CT-042,BNS TBD - verify
FIR-002689,CT-026,BNS TBD - verify
FIR-002690,CT-020,BNS TBD - verify
FIR-002691,CT-032,BNS TBD - verify
FIR-002692,CT-001,BNS 303
FIR-002693,CT-019,BNS TBD - verify
FIR-002694,CT-045,BNS TBD - verify
FIR-002695,CT-031,BNS TBD - verify
FIR-002696,CT-003,IPC 379
FIR-002697,CT-033,IPC 384
FIR-002698,CT-039,IPC 66D (IT Act)
FIR-002699,CT-019,IPC 379
FIR-002700,CT-034,IPC 393
FIR-002701,CT-007,IPC 323
FIR-002702,CT-020,IPC 379
FIR-002703,CT-001,IPC 379
FIR-002704,CT-023,IPC 379
FIR-002705,CT-019,IPC 379
FIR-002706,CT-033,IPC 384
FIR-002707,CT-009,IPC 394
FIR-002708,CT-035,IPC 498A
FIR-002709,CT-033,IPC 384
FIR-002710,CT-030,IPC 138 (NI Act)
FIR-002711,CT-010,IPC 420
FIR-002712,CT-022,IPC 379
FIR-002713,CT-024,IPC 379
FIR-002714,CT-023,IPC 379
FIR-002715,CT-021,IPC 379
FIR-002716,CT-025,IPC 379
FIR-002717,CT-010,IPC 420
FIR-002718,CT-023,IPC 379
FIR-002719,CT-028,IPC 506
FIR-002720,CT-008,IPC 325
FIR-002721,CT-010,IPC 420
FIR-002722,CT-014,IPC 498A
FIR-002723,CT-042,IPC 457
FIR-002724,CT-043,IPC 458
FIR-002725,CT-042,IPC 457
FIR-002726,CT-044,IPC 268
FIR-002727,CT-023,IPC 379
FIR-002728,CT-002,IPC 379
FIR-002729,CT-015,IPC 304B
FIR-002730,CT-041,IPC 354D
FIR-002731,CT-020,IPC 379
FIR-002732,CT-001,IPC 379
FIR-002733,CT-014,IPC 498A
FIR-002734,CT-023,IPC 379
FIR-002735,CT-040,IPC 66D (IT Act)
FIR-002736,CT-033,IPC 384
FIR-002737,CT-026,IPC 353
FIR-002738,CT-030,IPC 138 (NI Act)
FIR-002739,CT-034,IPC 393
FIR-002740,CT-029,IPC 420
FIR-002741,CT-038,IPC 66C (IT Act)
FIR-002742,CT-034,IPC 393
FIR-002743,CT-030,IPC 138 (NI Act)
FIR-002744,CT-009,IPC 394
FIR-002745,CT-028,IPC 506
FIR-002746,CT-033,IPC 384
FIR-002747,CT-031,IPC 406
FIR-002748,CT-022,IPC 379
FIR-002749,CT-033,IPC 384
FIR-002750,CT-036,IPC 3
FIR-002751,CT-021,IPC 379
FIR-002752,CT-024,IPC 379
FIR-002753,CT-006,IPC 454
FIR-002754,CT-019,IPC 379
FIR-002755,CT-023,IPC 379
FIR-002756,CT-002,IPC 379
FIR-002757,CT-002,IPC 379
FIR-002758,CT-019,IPC 379
FIR-002759,CT-031,IPC 406
FIR-002760,CT-009,IPC 394
FIR-002761,CT-043,IPC 458
FIR-002762,CT-018,IPC 427
FIR-002763,CT-001,IPC 379
FIR-002764,CT-029,IPC 420
FIR-002765,CT-013,IPC 67A (IT Act)
FIR-002766,CT-018,IPC 427
FIR-002767,CT-026,IPC 353
FIR-002768,CT-031,IPC 406
FIR-002769,CT-023,IPC 379
FIR-002770,CT-019,IPC 379
FIR-002771,CT-010,IPC 420
FIR-002772,CT-008,IPC 325
FIR-002773,CT-033,IPC 384
FIR-002774,CT-045,IPC 447
FIR-002775,CT-024,IPC 379
FIR-002776,CT-010,IPC 420
FIR-002777,CT-029,IPC 420
FIR-002778,CT-024,IPC 379
FIR-002779,CT-001,IPC 379
FIR-002780,CT-014,IPC 498A
FIR-002781,CT-026,IPC 353
FIR-002782,CT-021,IPC 379
FIR-002783,CT-001,IPC 379
FIR-002784,CT-023,IPC 379
FIR-002785,CT-030,IPC 138 (NI Act)
FIR-002786,CT-038,IPC 66C (IT Act)
FIR-002787,CT-008,IPC 325
FIR-002788,CT-025,IPC 379
FIR-002789,CT-037,IPC 498A
FIR-002790,CT-009,IPC 394
FIR-002791,CT-022,IPC 379
FIR-002792,CT-023,IPC 379
FIR-002793,CT-015,IPC 304B
FIR-002794,CT-018,IPC 427
FIR-002795,CT-002,IPC 379
FIR-002796,CT-038,IPC 66C (IT Act)
FIR-002797,CT-021,IPC 379
FIR-002798,CT-003,IPC 379
FIR-002799,CT-022,IPC 379
FIR-002800,CT-019,IPC 379
FIR-002801,CT-024,IPC 379
FIR-002802,CT-010,IPC 420
FIR-002803,CT-020,IPC 379
FIR-002804,CT-005,IPC 395
FIR-002805,CT-022,IPC 379
FIR-002806,CT-039,IPC 66D (IT Act)
FIR-002807,CT-035,IPC 498A
FIR-002808,CT-045,IPC 447
FIR-002809,CT-025,IPC 379
FIR-002810,CT-004,IPC 392
FIR-002811,CT-044,IPC 268
FIR-002812,CT-042,IPC 457
FIR-002813,CT-011,IPC 468
FIR-002814,CT-042,IPC 457
FIR-002815,CT-001,IPC 379
FIR-002816,CT-043,IPC 458
FIR-002817,CT-022,IPC 379
FIR-002818,CT-040,IPC 66D (IT Act)
FIR-002819,CT-036,IPC 3
FIR-002820,CT-004,IPC 392
FIR-002821,CT-031,IPC 406
FIR-002822,CT-001,IPC 379
FIR-002823,CT-016,IPC 302
FIR-002824,CT-021,IPC 379
FIR-002825,CT-019,IPC 379
FIR-002826,CT-001,IPC 379
FIR-002827,CT-043,IPC 458
FIR-002828,CT-010,IPC 420
FIR-002829,CT-019,IPC 379
FIR-002830,CT-003,IPC 379
FIR-002831,CT-019,IPC 379
FIR-002832,CT-019,IPC 379
FIR-002833,CT-037,IPC 498A
FIR-002834,CT-036,IPC 3
FIR-002835,CT-032,IPC 392
FIR-002836,CT-036,IPC 3
FIR-002837,CT-006,IPC 454
FIR-002838,CT-007,IPC 323
FIR-002839,CT-020,IPC 379
FIR-002840,CT-013,IPC 67A (IT Act)
FIR-002841,CT-003,IPC 379
FIR-002842,CT-027,IPC 307
FIR-002843,CT-008,IPC 325
FIR-002844,CT-040,IPC 66D (IT Act)
FIR-002845,CT-026,IPC 353
FIR-002846,CT-042,IPC 457
FIR-002847,CT-041,IPC 354D
FIR-002848,CT-030,IPC 138 (NI Act)
FIR-002849,CT-020,IPC 379
FIR-002850,CT-022,IPC 379
FIR-002851,CT-022,IPC 379
FIR-002852,CT-029,IPC 420
FIR-002853,CT-019,IPC 379
FIR-002854,CT-002,IPC 379
FIR-002855,CT-036,IPC 3
FIR-002856,CT-035,IPC 498A
FIR-002857,CT-028,IPC 506
FIR-002858,CT-012,IPC 66C
FIR-002859,CT-007,IPC 323
FIR-002860,CT-021,IPC 379
FIR-002861,CT-043,IPC 458
FIR-002862,CT-015,IPC 304B
FIR-002863,CT-021,IPC 379
FIR-002864,CT-026,IPC 353
FIR-002865,CT-003,IPC 379
FIR-002866,CT-007,IPC 323
FIR-002867,CT-042,IPC 457
FIR-002868,CT-042,IPC 457
FIR-002869,CT-005,IPC 395
FIR-002870,CT-003,IPC 379
FIR-002871,CT-044,IPC 268
FIR-002872,CT-020,IPC 379
FIR-002873,CT-031,IPC 406
FIR-002874,CT-017,IPC 363
